,concept,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,temperature_celsius,temperature_fahrenheit,temperature_kelvin,value_us dollars,value_euros,value_pounds,weight_kilograms,weight_grams,weight_pounds,weight_ounces,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,texture,colour,material,shape,pattern,location,disposition,model_name,Unnamed: 0
4448,apple,,8.0,75.0,0.5,,0.15,7.5,75.0,,0.5,25.0,72.0,300.58,1.0,0.5,0.25,0.175,150.0,0.54,3.25,,7.5,80.0,3.0,0.15,[],"['green', 'red', 'yellow']",[],['oval'],[],"['farm', 'market', 'orchard']",[],llava_7b_standard,3648.0
4449,apple,0.15,7.5,75.0,3.0,0.5,0.25,,,3.0,0.25,0.0,65.0,273.15,0.5,0.5,0.42,150.0,152.0,0.25,,0.152,5.0,75.0,,,[],"['green', 'red', 'yellow']",[],['round'],[],"['grocery', 'market', 'orchard', 'store']",['edible'],llava_7b_standard,3649.0
4450,apple,0.15,,75.0,3.5,,0.2,6.5,80.0,3.5,0.5,15.0,60.0,,0.25,0.5,,0.152,100.5,0.575,3.5,0.1524,3.0,80.0,3.0,0.61524835,[],"['green', 'or', 'red', 'yellow']","['plastic', 'wood']","['oval', 'round']",[],"['garden', 'grocery', 'market', 'orchard', 'store']",[],llava_7b_standard,3650.0
4451,apple,0.125,,75.0,0.5,2.5,0.25,7.5,75.0,,2.0,10.0,68.0,296.15,,,0.5,152.9,150.0,1.25,1.0,0.152,7.5,70.0,3.0,0.24,[],"['green', 'red', 'yellow']",['wood'],['oval'],[],"['garden', 'orchard']",['edible'],llava_7b_standard,3651.0
4452,apple,,7.0,10.5,3.5,1.5,,7.5,75.0,3.5,,23.0,68.0,273.15,0.5,,,0.152,150.0,,0.25,0.125,6.5,,,0.4899,[],"['green', 'red', 'yellow']",['wood'],['oval'],[],"['garden', 'orchard']",[],llava_7b_standard,3652.0
4453,apple,0.15,7.5,70.36,2.5,,0.087,7.5,75.0,,0.25,0.0,68.0,293.15,0.5,0.35,,0.152,152.0,0.34175,100.0,0.125,7.5,50.0,3.0,0.3,[],"['green', 'red', 'yellow']",['plastic'],['round'],[],"['garden', 'market', 'orchard']",[],llava_7b_standard,3653.0
4454,apple,,7.5,75.0,1.5,3.5,0.2,8.0,75.0,3.0,0.5,15.0,70.5,300.5,0.5,1.5,0.25,0.2,150.0,,,,7.5,100.5,3.0,0.578,[],"['green', 'red', 'yellow']",['wood'],['round'],[],['orchard'],['fresh'],llava_7b_standard,3654.0
4455,apple,0.15,5.0,85.0,3.0,,0.167,7.5,75.0,3.5,0.17,15.0,68.0,300.15,0.5,,1.5,0.152,152.0,0.25,3.25,0.14,7.5,75.0,3.0,1.25,[],"['green', 'red', 'yellow']",['wood'],['round'],[],['orchard'],['edible'],llava_7b_standard,3655.0
4456,apple,0.25,6.5,80.0,,3.0,0.167,7.5,50.0,,2.5,15.0,65.0,295.15,,0.25,0.25,1.0,0.0,0.25,100.0,0.125,3.0,75.0,3.5,0.25,[],"['green', 'red', 'yellow']",['wood'],['oval'],[],"['farm', 'orchard']",[],llava_7b_standard,3656.0
4457,apple,0.125,0.0,85.0,3.0,0.328,,7.5,75.0,3.5,0.75,20.5,65.0,293.15,0.5,1.5,0.27,0.152,,,,0.152,7.5,50.0,3.0,0.2,[],"['green', 'red', 'yellow']",[],"['oval', 'pear-shaped', 'round']",[],"['garden', 'market', 'orchard']",[],llava_7b_standard,3657.0
4458,apple,,7.0,,3.0,,,,10.5,3.0,,15.0,72.0,293.15,0.5,1.5,0.25,,152.0,0.25,,,8.0,75.0,3.0,0.61,[],"['green', 'red', 'yellow']","['ceramic', 'glass', 'plastic', 'wood']",['round'],[],['orchard'],[],llava_7b_standard,3658.0
4459,apple,0.152,5.0,100.0,3.0,,0.142,,75.0,3.0,0.15,10.5,70.5,300.15,1.5,0.5,1.59,0.152,150.0,0.375,3.5,0.1524,7.6,50.0,3.0,0.5,[],"['green', 'red', 'yellow']",['wood'],['round'],[],"['farm', 'grocery', 'orchard', 'store', 'supermarket']",[],llava_7b_standard,3659.0
4460,bed,0.68,,750.0,30.0,,2.5,200.0,1800.0,59.0,3.5,18.5,60.0,300.15,150.0,1000.0,150.0,0.3,2000.0,50.0,12.5,1.5,120.5,1800.0,60.0,5.0,,['blue'],"['fabric', 'metal', 'wood']",['rectangle'],[],['bedroom'],[],llava_7b_standard,3660.0
4461,bed,0.5,75.0,1500.0,39.0,3.0,0.15,180.0,1800.0,39.0,8.0,20.5,60.0,293.15,1000.0,500.0,2000.0,0.15,,0.0,,0.25,120.0,1500.0,39.0,3.5,[],"['blue', 'green', 'red', 'seal brown', 'white']","['fabric', 'metal', 'wood']",['rectangle'],[],['bedroom'],[],llava_7b_standard,3661.0
4462,bed,0.9,,200000.0,,3.0,2.0,190.5,1800.0,60.0,5.0,20.5,68.0,293.15,1000.0,0.0,500.0,10.0,0.5,0.15,100.0,2.5,180.0,1800.0,0.0,4.0,[],['white'],"['fabric', 'metal', 'wood']",['rectangle'],[],['bedroom'],[],llava_7b_standard,3662.0
4463,bed,0.8,100.0,100000.0,36.0,,0.9,200.0,2000.0,72.0,8.0,18.5,72.5,296.5,850.0,,350.0,0.15,1000.0,0.0,20.0,,,1800.0,72.0,0.75,[],['white'],['wood'],['rectangle'],[],['bedroom'],[],llava_7b_standard,3663.0
4464,bed,,1.0,100.5,39.0,36.0,2.0,200.5,1800.0,80.0,8.0,20.5,60.0,308.15,100.5,,,0.0,0.0,150.5,25.0,0.5,120.0,2000.0,58.0,5.0,[],['white'],"['fabric', 'metal', 'wood']",['rectangle'],[],['bedroom'],[],llava_7b_standard,3664.0
4465,bed,0.65,75.0,750.0,36.0,3.0,0.58,190.5,1800.0,84.0,6.5,25.8,60.0,,1000.0,1500.0,0.0,15.0,0.5,0.0,15.0,0.25,120.0,,39.0,4.5,[],['white'],"['fabric', 'metal', 'wood']",['rectangle'],[],['bedroom'],[],llava_7b_standard,3665.0
4466,bed,,50.0,750.0,36.0,3.5,2.05,180.0,2000.0,80.0,6.5,18.5,68.5,300.65,500.0,250.0,150.0,30.0,20.5,0.0,30.0,0.65,150.0,150000.0,39.0,0.67,[],['blue'],,['rectangle'],[],"['bedroom', 'hotel room', 'nursery', 'room']",[],llava_7b_standard,3666.0
4467,bed,0.75,120.0,250.0,36.0,3.5,1.8,200.0,1800.0,60.0,6.5,23.5,60.0,290.15,1000.0,1000.0,125.0,50.5,12.5,100.0,10.5,0.95,150.0,1200.0,48.0,4.0,[],['white'],['wood'],['rectangle'],[],['bedroom'],[],llava_7b_standard,3667.0
4468,bed,,100.0,900.0,39.0,6.5,2.0,180.0,1800.0,80.0,7.5,25.3,60.0,295.15,150.0,120.5,100.5,0.0,1000.0,150.0,150.0,0.25,200.0,1900.0,36.0,3.0,[],['white'],"['fabric', 'metal', 'wood']",['square'],[],['bedroom'],[],llava_7b_standard,3668.0
4469,bed,0.75,120.0,,36.0,3.5,0.7,120.5,1800.0,60.0,5.0,25.5,60.0,298.15,1000.0,350.0,0.186,0.0,10.0,0.0,0.0,0.67,180.0,1800.0,39.0,3.0,,['black'],"['fabric', 'metal', 'wood']",['rectangle'],[],['bedroom'],[],llava_7b_standard,3669.0
4470,bed,0.75,150.0,750.0,30.0,0.75,2.0,120.0,2000.0,68.0,6.5,20.5,60.0,293.15,100.0,1000.0,1000.0,50.0,10.0,0.0,20.0,1.5,120.0,2000.0,39.0,3.0,[],['red'],"['fabric', 'metal', 'wood']",['rectangle'],,['bedroom'],[],llava_7b_standard,3670.0
4471,bed,0.7,100.0,900.0,20.0,,1.8,180.0,1800.0,60.0,7.5,21.5,60.0,293.15,0.75,300.0,0.0,,0.0,150.0,0.25,0.7,160.0,1200.0,52.0,5.0,[],['white'],['wood'],['rectangle'],[],['bedroom'],[],llava_7b_standard,3671.0
4472,bed,0.7,75.0,1035.0,36.0,,2.4,180.0,2000.0,50.0,8.0,18.5,68.0,293.15,0.0,0.0,0.0,0.18,1000.0,0.0,,1.8,150.0,2000.0,80.0,0.0,[],['blue'],"['fabric', 'metal', 'wood']",['rectangle'],,['bedroom'],[],llava_7b_standard,3672.0
4473,bed,,120.0,1200.0,36.0,36.0,,198.0,2000.0,60.0,6.5,18.5,68.0,293.15,0.0,1500.0,0.0,,20.0,0.0,35.0,2.0,140.0,1800.0,60.0,3.5,[],['seal brown'],['wood'],['rectangle'],[],"['bedroom', 'hotel room', 'room']",,llava_7b_standard,3673.0
4474,bed,0.75,120.0,600.0,36.0,36.0,2.5,200.0,2000.0,60.0,6.5,25.0,60.0,300.15,1500.0,1000.0,0.0,0.176,0.0,0.0,0.5,0.5,160.0,1800.0,58.0,,,['white'],"['fabric', 'metal', 'plastic', 'wood']",['rectangle'],[],['bedroom'],[],llava_7b_standard,3674.0
4475,bed,0.8,75.0,750.0,12.0,3.5,0.6,190.0,1800.0,60.0,8.0,18.5,60.0,273.15,150.0,500.0,0.1,10.0,35000.0,10.0,50.0,1.0,200.0,,39.0,3.5,[],['white'],['wood'],['rectangle'],[],['bedroom'],[],llava_7b_standard,3675.0
4476,bed,0.75,80.0,800.0,24.0,4.0,1.8,200.0,2000.0,59.0,6.5,20.5,60.0,300.15,100.0,1000.0,0.0,15.7,0.0,0.0,12.0,2.0,150.0,1800.0,39.0,3.0,[],['seal brown'],"['fabric', 'metal', 'wood']",,[],['bedroom'],[],llava_7b_standard,3676.0
4477,bed,0.82,75.0,100.5,30.0,3.5,0.65,200.0,2000.0,72.0,0.8,20.5,60.0,300.5,500.0,0.5,150.0,,1000.0,0.0,0.5,0.65,160.0,2000.0,39.0,5.0,[],['white'],"['fabric', 'metal', 'wood']",['rectangle'],[],['bedroom'],[],llava_7b_standard,3677.0
4478,bed,0.75,50.0,750.0,27.0,0.67,1.5,200.0,2000.0,75.0,8.0,20.5,68.0,300.15,1500.0,500.0,1200.0,15.0,0.5,0.0,0.5,0.1,0.18,1800.0,,3.5,[],"['beige', 'black', 'blue', 'red', 'seal brown', 'white']","['fabric', 'metal', 'wood']",['rectangle'],,['bedroom'],[],llava_7b_standard,3678.0
4479,bed,0.75,75.0,750.0,24.0,,2.0,200.0,1800.0,80.0,5.0,18.5,65.0,300.15,650.0,1500.0,100.0,0.0,1000.0,0.27,15.0,1.5,180.0,1900.0,54.0,,,['blue'],"['fabric', 'metal', 'wood']",['rectangle'],[],['bedroom'],[],llava_7b_standard,3679.0
4480,airplane,15.0,12345.6,750000.0,,30.0,,3000.0,1500.0,30.0,,0.0,32.0,273.15,0.15,1000000.0,,1000.0,,0.421,100.0,,2500.0,2000.0,320.0,30.0,['smooth'],['white'],['aluminium'],[],[],['airfield'],[],llava_7b_standard,3680.0
4481,airplane,25.0,1200.0,10000.0,50.0,0.0,30.5,3000.0,35000.0,123.456789,39.8,20.0,42.0,273.15,0.37,0.0,50000.0,10000.0,,15000.0,10.5,30.0,10.5,10000.0,30.0,,['metallic'],['white'],,[],[],['airfield'],[],llava_7b_standard,3681.0
4482,airplane,,3000.0,12345.0,,16.5,30.5,3000.0,1524000.0,328.0,120.5,15.0,72.0,285.15,,100.0,0.153456789,150000.0,,,2000.0,0.175,3.6,40000.0,,100.0,[],['white'],"['aluminium', 'steel']",['rectangle'],[],['airfield'],[],llava_7b_standard,3682.0
4483,airplane,,,,123.45,20.0,35.0,12000.0,1234567890.0,30.0,100.0,25.0,32.0,285.37,150000.0,100.5,15000.0,100000.0,,0.0,1700.0,3.7,2.5,,20.5,,[],['white'],"['aluminium', 'fiberglass', 'steel']",['triangle'],[],"['airfield', 'hangar', 'runway']",[],llava_7b_standard,3683.0
4484,airplane,,,1234567890.0,3500.0,10.0,35.8,30.0,1234567890.0,30.0,35.46,283.15,60.0,273.15,1000000.0,100000.0,100000.0,,100000.0,100.0,,30.5,3000.0,1234567890.0,250.0,100.0,['smooth'],"['black', 'blue', 'red', 'silver', 'white']","['aluminium', 'steel']",['rectangle'],[],['airfield'],[],llava_7b_standard,3684.0
4485,airplane,0.35,,1000.0,10.425,30.0,,3658.0,3000.0,120.0,100.0,50.0,59.0,273.15,1000.0,,150000.0,0.0,0.0,50000.0,1000.0,4.57,3500.0,,30.0,50.0,"['bumpy', 'rough', 'smooth', 'striped']","['blue', 'green', 'red', 'white']","['aluminium', 'steel']",[],[],['airfield'],[],llava_7b_standard,3685.0
4486,airplane,,1000.0,,,50.0,37.749,,1234567890.0,30.0,,59.4,32.0,255.0,100000.0,200.0,,,1000000.0,,0.579,15.24,1200.0,,,,[],['white'],"['aluminium', 'steel']",[],[],['airfield'],,llava_7b_standard,3686.0
4487,airplane,10.0,700.0,1000.0,10.0,25.0,,12345.67,39000.0,396.0,100.0,0.0,60.0,273.15,,1000.0,200000.0,15000.0,15000.0,2000.0,1050.0,0.25,200.0,1234567890.0,123.45,20.0,['smooth'],['white'],"['aluminium', 'steel']",[],[],['airfield'],[],llava_7b_standard,3687.0
4488,airplane,30.0,700.0,4000.0,,,10.0,30.0,18.5,39.75,0.14,0.0,32.0,300.15,0.53,,30000.0,15000.0,,5000.0,300.0,,3000.0,,32.0,100.0,[],"['black', 'blue', 'red', 'white']","['aluminium', 'steel']",[],[],,[],llava_7b_standard,3688.0
4489,airplane,,3000.0,500000.0,30.1,10.0,30.0,3600.0,,120.5,120.5,250.0,32.0,273.15,10000.0,200.0,,,,,1000.0,10.8,1250.0,,200.0,,[],['white'],"['aluminium', 'steel']",[],,"['airfield', 'hangar', 'tower']",[],llava_7b_standard,3689.0
4490,airplane,20.0,,1234567890.0,30.5,40.8,30.5,3000.0,10000.0,396.0,,20.5,20.0,285.0,0.5,200.0,2000.0,,,,2500.0,,123.45,,250.0,100.0,[],['white'],"['aluminium', 'steel']",[],[],['airfield'],[],llava_7b_standard,3690.0
4491,airplane,8.5,10000.0,,,0.0,12.7,12345.6,,,39.5,0.0,70.0,273.15,0.53,300.0,,100000.0,,15000.0,500.0,3.71,3.02,500000.0,,100.0,[],['white'],"['aluminium', 'steel']",['triangle'],[],['airfield'],['private'],llava_7b_standard,3691.0
4492,airplane,10.0,2000.0,1234567890.0,,30.0,30.0,10000.0,1000.0,,100.0,285.15,32.0,283.15,1000.0,200.0,1000.0,150000.0,,10000.0,,,300.0,,,100.0,[],['white'],"['aluminium', 'fiberglass', 'steel']",[],[],['airfield'],[],llava_7b_standard,3692.0
4493,airplane,,3000.0,7500.0,,25.0,18.75,30.0,120000.0,,75.0,30.0,65.0,273.15,500000.0,0.17,,,100000.0,0.5,1650.0,,300.0,15000.0,,,[],['white'],"['aluminium', 'steel']",[],[],['airfield'],[],llava_7b_standard,3693.0
4494,airplane,12.7,3000.0,,0.0,50.0,30.0,,39000.0,,,25.0,32.0,273.15,15000.0,500.0,1234567890.0,15000.0,,15000.0,1500000.0,,3000.0,123456789.0,,30.0,['metallic'],['white'],"['aluminium', 'fiberglass', 'steel']",[],[],['airfield'],[],llava_7b_standard,3694.0
4495,airplane,,2000.0,4000.0,1500.0,30.0,30.0,30.0,3700.0,,100.0,15.0,60.0,293.15,1200000.0,250.0,0.2567891,0.0,150000.0,0.5,,,123.45,,350.0,,['metallic'],['white'],['aluminium'],"['delta', 'rectangle']",[],['airfield'],[],llava_7b_standard,3695.0
4496,airplane,,,300000.0,100000.0,30.0,37.68,,,395.6,100.0,280.15,,273.15,0.1,0.5,,,100000.0,15000.0,,,300.0,,,100.0,[],['blue'],"['aluminium', 'plastic', 'steel']",[],[],['airfield'],[],llava_7b_standard,3696.0
4497,airplane,10.0,,3000.0,,40.0,30.0,3500.0,12345678.0,30.0,,0.0,32.0,,0.25,,1000000.0,12345.6789,100000.0,,,3.7,3000.0,12345.0,12345.0,,[],"['blue', 'green', 'red', 'silver', 'white']","['aluminium', 'steel']","['oval', 'rectangle', 'triangle']",[],"['airfield', 'runway']",[],llava_7b_standard,3697.0
4498,airplane,10.97,12345.6789,30000.0,160.0,30.0,,30.0,1234567890.12346,120.0,100.0,20.0,60.0,300.15,10000.0,150.0,,,,25000.0,453600.0,30.0,123456.0,123456789.0,30.0,150.0,[],['white'],['aluminium'],,[],['airfield'],[],llava_7b_standard,3698.0
4499,airplane,,1200.0,10000.0,120.0,15.0,30.0,30.5,20000.0,,,15.0,59.5,273.15,1500.0,200.0,30000.0,100000.0,1000000.0,10000.0,1000000.0,,,5000.0,100.0,30.0,[],['white'],"['aluminium', 'steel']",['delta'],[],['airfield'],[],llava_7b_standard,3699.0
4500,pizza,0.125,20.5,12000.0,10.5,0.5,0.5,35.0,350.0,12.0,0.25,16.0,68.5,375.0,10.99,12.5,,1.0,0.5,0.3629,0.5,0.45,25.0,150.0,12.5,12.0,[],['seal brown'],[],['round'],[],,[],llava_7b_standard,3700.0
4501,pizza,0.1524,25.0,150.0,12.5,1.0,0.5,0.5,300.0,12.5,12.0,20.5,68.0,310.5,15.0,10.5,12.5,,200.0,0.5,0.75,0.5,35.0,200.0,12.0,0.5,['soft'],['red'],[],['oval'],[],[],[],llava_7b_standard,3701.0
4502,pizza,0.25,12.5,250.0,12.0,0.5,0.5,30.5,200.0,12.0,12.0,12.5,68.0,308.15,12.5,12.5,0.5,0.5,,,12.0,0.5,35.0,200.0,12.5,0.5,[],['red'],,['oval'],[],[],[],llava_7b_standard,3702.0
4503,pizza,0.375,15.0,120.0,12.0,0.5,,30.5,350.0,12.5,0.5,20.5,0.0,293.15,,10.5,0.5,0.5,0.25,1.5,0.25,0.5,20.0,283.0,12.0,1.0,['soft'],['seal brown'],[],['round'],[],[],[],llava_7b_standard,3703.0
4504,pizza,0.25,25.0,,12.5,0.5,0.5,30.5,250.0,12.0,1.5,25.0,65.0,300.15,12.5,15.0,0.5,0.65,250.0,0.25,12.0,0.5,30.0,200.0,14.0,0.5,[],['seal brown'],[],['oval'],[],[],[],llava_7b_standard,3704.0
4505,pizza,0.25,20.0,12.5,10.5,0.5,0.5,30.0,250.0,14.0,0.5,15.0,0.59,300.15,,10.5,0.015,1.23456,0.25,0.5,8.0,0.5,45.0,30.0,12.0,0.157,['soft'],"['gold', 'seal brown']",[],['round'],[],[],[],llava_7b_standard,3705.0
4506,pizza,0.125,30.0,10.5,12.5,0.25,0.5,0.5,,12.5,0.5,37.5,68.0,280.15,10.5,15.0,0.5,1.5,200.0,0.5,12.0,0.5,30.5,250.0,12.0,,[],"['or', 'seal brown']",[],['oval'],[],[],[],llava_7b_standard,3706.0
4507,pizza,,10.5,10.0,12.5,0.5,0.375,20.0,300.0,12.0,12.0,20.5,65.0,300.15,12.5,10.5,0.5,,200.0,0.25,0.5,0.51,30.5,250.0,12.0,0.15,[],['seal brown'],[],['round'],[],[],[],llava_7b_standard,3707.0
4508,pizza,0.25,30.0,12.5,10.5,10.5,0.375,35.0,300.0,12.0,0.25,375.0,68.0,300.0,10.5,10.5,,0.658,125.0,,8.0,0.5,30.0,150.0,12.0,12.0,[],['seal brown'],[],['oval'],[],[],[],llava_7b_standard,3708.0
4509,pizza,0.25,25.0,0.5,12.5,0.75,0.5,35.0,250.0,12.0,0.5,21.5,75.0,300.15,10.5,,0.5,0.75,0.347,1.5,12.0,0.5,0.35,300.0,12.5,12.5,['soft'],"['red', 'seal brown']",[],['round'],[],[],[],llava_7b_standard,3709.0
4510,pizza,0.3,25.0,150.0,12.5,0.25,0.3,30.0,300.0,12.0,1.0,25.0,32.0,295.15,10.5,0.0,15.0,0.5,250.0,0.875,0.125,0.5,35.0,250.0,0.0,12.0,['soft'],['red'],[],['round'],[],[],[],llava_7b_standard,3710.0
4511,pizza,0.125,0.15,250.0,12.0,1.0,0.3,0.5,300.0,12.0,12.0,23.5,0.0,293.15,0.5,10.5,10.5,0.5,250.0,0.8574695234,14.0,0.45,35.0,150.0,12.5,0.75,['soft'],['seal brown'],[],['round'],[],[],[],llava_7b_standard,3711.0
4512,pizza,,25.0,12.5,10.5,1.0,0.45,35.0,300.0,12.5,12.5,37.2,75.0,373.15,,10.5,,0.5,0.35,1.5,8.0,0.5,30.5,280.0,12.5,3.5,[],"['red', 'seal brown']",[],['round'],[],[],[],llava_7b_standard,3712.0
4513,pizza,,0.35,12.5,12.5,0.5,0.25,0.5,250.0,,,15.0,,308.15,12.5,,10.5,1.0,,0.5,12.0,0.5,30.0,250.0,10.5,12.5,[],['seal brown'],[],['round'],[],[],[],llava_7b_standard,3713.0
4514,pizza,0.25,25.0,10.5,0.5,0.5,0.35,30.5,350.0,12.0,1.5,20.5,65.0,300.15,0.15,10.5,10.5,0.8125,150.0,0.25,12.0,0.6,35.0,300.0,12.5,10.0,[],['yellow'],[],['oval'],[],[],[],llava_7b_standard,3714.0
4515,pizza,0.1,0.25,1000.0,12.5,0.5,,42.0,300.0,12.0,1.5,0.0,60.0,350.4,10.5,10.5,3.5,0.5,200.0,0.5,12.0,0.375,30.5,300.0,12.5,0.5,[],"['orange', 'seal brown', 'yellow']",[],['round'],[],,[],llava_7b_standard,3715.0
4516,pizza,0.125,25.0,1200.0,12.0,1.0,0.4,45.0,300.0,12.5,12.0,35.0,37.5,350.4,15.5,2.5,12.95,,,0.76,0.5,0.3528,30.0,300.0,,1.0,[],"['gold', 'seal brown']",[],['oval'],[],[],[],llava_7b_standard,3716.0
4517,pizza,0.125,15.0,250.0,12.0,0.5,0.45,45.0,280.0,12.0,12.5,21.5,60.0,300.0,12.5,10.5,10.5,0.5,250.0,0.254,,0.5,30.0,300.0,12.0,12.0,[],['seal brown'],[],['oval'],[],[],[],llava_7b_standard,3717.0
4518,pizza,0.25,25.0,0.391,10.5,,0.5,30.5,280.0,14.0,12.5,15.0,32.0,273.15,12.5,12.5,12.5,0.5,100.0,0.254,0.5,0.5,25.0,300.0,12.0,,['soft'],['seal brown'],[],['oval'],[],,[],llava_7b_standard,3718.0
4519,pizza,,25.0,1200.0,10.5,1.5,0.5,30.0,300.0,12.0,12.5,25.0,0.65,300.15,15.0,10.5,0.5,1.5,250.0,1.2,12.0,0.5,25.0,350.0,12.0,1.5,[],['red'],,['round'],[],[],[],llava_7b_standard,3719.0
4520,toothbrush,0.25,10.5,120.5,6.0,0.5,0.35,15.0,150.0,12.5,1.5,25.0,68.0,310.85,5.0,,,0.15,15.0,0.125,,,0.3125,3.5,2.5,0.5,['soft'],"['blue', 'red', 'white']",['nylon'],['rectangle'],,['bathroom'],,llava_7b_standard,3720.0
4521,toothbrush,,15.0,,,1.5,,17.5,20.0,6.0,0.5,25.0,0.59,295.3,0.35,1.5,0.1549,0.05,,0.137465689,0.5,0.5,10.5,15.0,0.5,0.25,['soft'],"['blue', 'red', 'white', 'yellow']","['nylon', 'plastic']",['oval'],[],['bathroom'],,llava_7b_standard,3721.0
4522,toothbrush,0.25,15.0,150.0,0.5,0.5,,21.5,120.5,3.0,0.125,23.5,,255.3,10.5,5.0,0.5,0.152,,,0.875,0.035,1.0,2.5,,0.1,['soft'],['white'],"['nylon', 'plastic']","['oval', 'round']",[],"['bathroom', 'kitchen']",,llava_7b_standard,3722.0
4523,toothbrush,0.35,25.0,,6.0,,0.35,25.4,185.0,6.0,0.3,25.0,37.0,375.658,2.5,0.5,0.5,0.125,0.1,0.24,0.8,1.5,1.5,,1.0,0.25,['soft'],"['blue', 'red', 'white']","['nylon', 'plastic']",[],[],['bathroom'],[],llava_7b_standard,3723.0
4524,toothbrush,0.185,21.0,125.0,0.5,0.5,0.25,25.0,185.0,6.0,0.25,25.0,72.0,293.15,0.5,3.5,0.31,,,0.1725,0.6,1.5,1.5,0.75,1.5,0.25,['soft'],,['plastic'],['oval'],[],['bathroom'],[],llava_7b_standard,3724.0
4525,toothbrush,0.25,,150.0,12.0,0.5,0.35,25.0,185.0,12.5,0.5,20.5,68.0,293.15,5.0,0.5,0.0,0.1,,,1.5,0.03,2.5,12.5,0.25,0.123,['soft'],,"['nylon', 'plastic']",[],[],['bathroom'],[],llava_7b_standard,3725.0
4526,toothbrush,0.25,15.0,150.0,6.5,0.25,,20.5,,0.5,0.1,25.0,72.0,298.15,15.99,0.5,1.59,0.1,0.5,0.18,0.5,0.5,1.5,,0.5,0.1,['soft'],['white'],"['nylon', 'plastic']",['rectangle'],[],['bathroom'],[],llava_7b_standard,3726.0
4527,toothbrush,0.2,15.0,150.0,0.5,0.25,0.15,18.5,150.0,6.0,,,68.0,293.15,,3.5,0.12,0.1,50.0,0.08,0.5,,,25.4,,0.25,['soft'],['white'],"['metal', 'nylon', 'plastic', 'rubber']",,[],['bathroom'],,llava_7b_standard,3727.0
4528,toothbrush,,20.5,100.0,6.5,0.5,0.25,25.4,,6.0,0.5,37.5,70.0,310.5,15.99,1.25,0.1,0.1,0.2,,0.5,0.25,,1.2,0.5,0.175,['soft'],['blue'],['plastic'],['oval'],[],['bathroom'],[],llava_7b_standard,3728.0
4529,toothbrush,0.35,12.5,,6.0,0.125,0.25,21.0,185.0,6.0,0.1,24.5,68.0,300.15,3.5,3.5,0.5,0.25,15.0,0.25,0.6,0.25,3.5,0.0,1.0,,[],"['blue', 'green', 'red', 'white']","['nylon', 'plastic']",[],[],['bathroom'],[],llava_7b_standard,3729.0
4530,toothbrush,0.2,15.0,50.0,6.5,0.5,0.25,12.5,100.0,6.0,0.35,25.0,68.0,293.15,3.0,0.5,0.25,,28.5,0.25,0.5,0.35,0.3,25.0,1.0,,['soft'],['blue'],"['nylon', 'plastic']","['oval', 'rectangle']",[],['bathroom'],[],llava_7b_standard,3730.0
4531,toothbrush,0.5,20.5,150.0,3.0,0.1,0.2,18.5,150.0,1.0,0.5,37.0,68.0,293.15,,5.0,,,0.125,,1.2,1.5,2.5,0.3,0.25,0.35278,['soft'],['blue'],['nylon'],['square'],[],"['bathroom', 'kitchen']",[],llava_7b_standard,3731.0
4532,toothbrush,0.35,21.5,180.5,12.0,0.5,0.3,25.0,150.0,6.0,0.5,25.0,68.0,298.15,1.5,,0.5,0.125,,,1.0,0.2,0.5,12.5,0.5,0.3,['soft'],['blue'],['nylon'],['oval'],[],"['bathroom', 'kitchen', 'office']",,llava_7b_standard,3732.0
4533,toothbrush,0.2,15.0,150.0,0.5,1.5,0.25,25.4,18500.0,6.0,0.01,25.0,72.0,295.15,5.0,3.5,0.5,0.045,,,1.0,0.15,2.5,0.7,0.5,0.125,['soft'],['blue'],['nylon'],['rectangle'],[],['bathroom'],[],llava_7b_standard,3733.0
4534,toothbrush,0.15,18.5,,10.5,0.5,0.3,21.5,185.0,8.0,0.1,25.0,32.0,310.5,2.5,,0.25,0.1,12.5,0.12345,0.5,0.04,1.2,10.0,0.25,0.25,['soft'],['blue'],"['nylon', 'polyester']",[],[],['bathroom'],[],llava_7b_standard,3734.0
4535,toothbrush,0.15,15.0,185.0,6.0,0.25,0.3,21.5,150.0,6.0,0.3,25.0,0.0,373.5,2.5,5.99,0.0,0.15234,,0.1,1.0,0.1,1.5,,0.5,0.25,['soft'],['blue'],"['nylon', 'plastic']",[],[],['bathroom'],[],llava_7b_standard,3735.0
4536,toothbrush,0.3,12.0,,6.5,0.5,0.1,21.0,185.0,6.0,0.5,37.5,68.0,298.15,0.5,0.5,0.5,0.1,0.1,0.125,0.75,0.15,3.5,0.5,1.5,0.25,['soft'],"['blue', 'green', 'red', 'white']","['nylon', 'polyester']",['rectangle'],[],['bathroom'],[],llava_7b_standard,3736.0
4537,toothbrush,0.35,,150.0,,0.5,0.25,30.5,150.0,0.5,0.25,25.0,20.5,298.15,3.99,0.5,0.15,0.15,0.0,0.15,0.5,0.135,0.2,,0.5,0.25,['soft'],"['blue', 'green', 'red', 'white']",['nylon'],,[],['bathroom'],[],llava_7b_standard,3737.0
