,concept,model_name,colour,shape,location,texture,material,pattern,disposition,function,size,weight,temperature,value,scenario,context,colour_sum,shape_sum,location_sum,texture_sum,material_sum,pattern_sum,disposition_sum,function_sum,size_sum,weight_sum,temperature_sum,value_sum,scenario_sum,context_sum
18,handbag,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
242,horse,qwen25_1b_standard,"[-1, -1, -1, -1, 1, -1, 1, -1, -1, -1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, -1, -1, 1, 1]","[-1, -1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1, -1]","[1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1, -1, 1]","[-1, -1, -1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, 1]","[1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, -1]","[1, -1, 1, -1, -1, -1, 1, 1, 1, 1, -1, -1, 1]","[1, 1, -1, 1, 1, 1, -1, -1, -1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, -1, 1, -1, -1, -1, -1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, -1]",-0.5384615384615384,0.5384615384615384,0.07692307692307693,0.07692307692307693,-0.38461538461538464,-0.23076923076923078,-0.23076923076923078,0.23076923076923078,0.07692307692307693,0.07692307692307693,-0.8461538461538461,0.6923076923076923,0.07692307692307693,0.23076923076923078
322,horse,llama31_8b_standard,"[1, -1, 1]","[1, 1, 1]","[1, 1, 1]","[-1, -1, -1]","[-1, -1, -1]","[-1, -1, -1]","[-1, -1, -1]","[1, 1, 1]","[-1, -1, 1]","[-1, -1, -1]","[-1, -1, -1]","[1, -1, -1]","[1, 1, 1]","[1, 1, 1]",0.3333333333333333,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.3333333333333333,-1.0,-1.0,-0.3333333333333333,1.0,1.0
482,horse,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
2,horse,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
82,horse,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.4,-1.0,-1.0,1.0,1.0
162,horse,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, -1, -1, 1, -1, -1, 1, 1]","[1, 1, -1, 1, -1, 1, 1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, -1, 1]","[1, 1, 1, 1, 1, -1, -1, 1, 1, -1]","[-1, 1, -1, 1, -1, -1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, 1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",-1.0,0.0,0.2,-0.8,-1.0,-1.0,-0.8,0.6,0.4,-0.2,-1.0,-1.0,-0.6,0.6
402,horse,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
483,hot dog,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
243,hot dog,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1]","[1, -1, -1, -1, -1, 1]","[-1, 1, 1, 1, -1, -1]","[1, -1, 1, -1, 1, 1]","[1, -1, -1, -1, -1, 1]","[1, -1, -1, -1, -1, 1]","[-1, 1, 1, 1, 1, -1]","[1, -1, -1, -1, -1, 1]","[-1, -1, 1, -1, -1, -1]","[1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1]","[-1, 1, -1, 1, -1, -1]","[-1, 1, 1, 1, 1, -1]",-1.0,1.0,-0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,1.0,-1.0,-0.3333333333333333,0.3333333333333333
403,hot dog,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
163,hot dog,llava_7b_standard,"[-1, -1]","[1, 1]","[-1, -1]","[1, 1]","[1, -1]","[-1, -1]","[-1, -1]","[1, 1]","[1, 1]","[-1, -1]","[1, 1]","[-1, -1]","[-1, -1]","[-1, 1]",-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0
83,hot dog,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, 1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.7777777777777778,1.0,1.0,0.8888888888888888,-0.5555555555555556,-1.0,-1.0,1.0,0.7777777777777778,-1.0,1.0,-1.0,1.0,1.0
3,hot dog,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
323,hot dog,llama31_8b_standard,"[-1, -1, -1, 1, -1]","[1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1]","[1, -1, 1, 1, 1]","[-1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[1, -1, 1, 1, 1]","[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1]","[1, -1, 1, -1, 1]","[1, 1, 1, -1, 1]",-0.6,1.0,0.6,0.6,-0.6,-1.0,-1.0,1.0,0.6,-1.0,1.0,-1.0,0.2,0.6
180,keyboard,llava_7b_standard,"[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1, 1, 1]","[1, 1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, -1, 1, 1, 1, -1, 1, 1, -1, -1, 1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, 1, 1, 1, 1, 1, -1, -1, 1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1]","[1, 1, -1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1, -1]",-0.8571428571428571,0.2857142857142857,0.5714285714285714,-0.8571428571428571,0.14285714285714285,-0.8571428571428571,-1.0,1.0,0.2857142857142857,-0.8571428571428571,-1.0,-1.0,-0.42857142857142855,0.2857142857142857
420,keyboard,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
20,keyboard,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
500,keyboard,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5555555555555556,1.0,,
260,keyboard,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1]","[1, 1, -1, 1, -1, -1, -1, -1, 1, 1, -1, -1, 1, 1]","[1, 1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 1]","[-1, -1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, -1]","[1, 1, -1, 1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1]","[-1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1, 1, -1]","[1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1]","[-1, -1, 1, -1, -1, -1, 1, -1, -1, -1, 1, 1, -1, -1]","[-1, -1, 1, -1, 1, 1, 1, 1, -1, -1, 1, 1, -1, -1]",-1.0,1.0,-0.5714285714285714,0.2857142857142857,0.5714285714285714,0.0,-0.14285714285714285,0.2857142857142857,-0.14285714285714285,0.0,-0.7142857142857143,0.14285714285714285,-0.42857142857142855,0.0
100,keyboard,qwen25_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-1.0,1.0,1.0,-0.8,1.0,-0.9,-1.0,1.0,1.0,0.2,-1.0,-1.0,0.6,0.8
340,keyboard,llama31_8b_standard,"[-1, -1]","[1, 1]","[1, -1]","[-1, 1]","[1, -1]","[-1, -1]","[-1, -1]","[1, 1]","[1, -1]","[1, 1]","[-1, -1]","[-1, -1]","[-1, 1]","[1, 1]",-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,1.0
334,kite,llama31_8b_standard,"[-1, -1]","[1, 1]","[1, 1]","[-1, -1]","[1, 1]","[1, -1]","[-1, -1]","[1, 1]","[-1, 1]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, 1]","[-1, 1]",-1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0
494,kite,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.5555555555555556,0.7777777777777778,-0.7777777777777778,0.7777777777777778,,
174,kite,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, 1, 1, -1, -1, 1, -1, 1]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, -1, 1, -1, -1]","[-1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, -1, -1, 1, -1, 1, 1, 1]","[-1, 1, 1, -1, -1, -1, 1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, 1, -1, -1, -1, -1, -1, 1, 1, -1]",-1.0,0.0,0.8,-0.6,0.6,-1.0,-1.0,1.0,0.2,-0.2,-1.0,-1.0,-0.6,-0.4
94,kite,qwen25_7b_standard,"[1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-0.5294117647058824,1.0,0.17647058823529413,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.7647058823529411,-1.0,-0.8823529411764706,1.0,1.0
14,kite,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
254,kite,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, -1, -1, -1, -1]","[-1, -1, -1, -1, 1, -1, 1]","[1, 1, 1, 1, -1, 1, 1]","[1, -1, -1, -1, 1, 1, 1]","[1, -1, -1, -1, 1, 1, 1]","[-1, 1, 1, 1, 1, -1, -1]","[1, -1, -1, -1, -1, 1, 1]","[-1, -1, 1, 1, 1, -1, -1]","[-1, -1, -1, -1, -1, 1, 1]","[1, -1, -1, 1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1]",-1.0,1.0,-0.42857142857142855,-0.42857142857142855,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.42857142857142855,-0.14285714285714285,-1.0,-0.7142857142857143
414,kite,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
490,knife,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.1111111111111111,1.0,,
90,knife,qwen25_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1]","[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1]",-1.0,1.0,0.5714285714285714,-0.5714285714285714,1.0,-1.0,-1.0,1.0,1.0,0.7142857142857143,-1.0,-1.0,0.42857142857142855,0.7142857142857143
410,knife,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
250,knife,qwen25_1b_standard,"[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1]","[-1, -1, 1, -1, 1]","[1, 1, 1, 1, 1]","[-1, 1, -1, -1, -1]","[-1, 1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, -1, -1, -1, 1]","[-1, 1, -1, 1, 1]","[-1, -1, 1, -1, -1]","[-1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1]","[1, -1, -1, 1, 1]",-1.0,1.0,-0.6,-0.2,1.0,-0.6,-0.6,1.0,-0.6,0.2,-0.6,-0.6,-1.0,0.2
170,knife,llava_7b_standard,"[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[-1, -1, -1, 1, 1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[1, 1, -1, 1, -1]",-1.0,1.0,-0.2,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.2,-1.0,-1.0,-1.0,0.2
330,knife,llama31_8b_standard,"[-1, -1]","[1, 1]","[1, -1]","[-1, 1]","[1, 1]","[-1, 1]","[-1, -1]","[1, 1]","[1, 1]","[1, 1]","[-1, -1]","[-1, 1]","[1, -1]","[1, -1]",-1.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0
10,knife,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
305,laptop,qwen25_1b_standard,"[1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, 1, 1, -1, -1, 1, 1]","[-1, -1, 1, -1, -1, 1, 1, -1, -1]","[1, 1, -1, 1, 1, -1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, -1, 1, -1, 1, 1, -1]","[-1, 1, -1, 1, -1, 1, -1, -1, 1]","[-1, -1, 1, -1, -1, -1, 1, -1, -1]","[1, 1, -1, -1, 1, 1, -1, 1, 1]","[-1, -1, 1, 1, -1, 1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",-0.7777777777777778,0.7777777777777778,0.1111111111111111,-0.3333333333333333,0.3333333333333333,-1.0,-1.0,1.0,0.1111111111111111,-0.1111111111111111,-0.5555555555555556,0.3333333333333333,-0.1111111111111111,1.0
65,laptop,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
145,laptop,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1, 1, -1, -1, 1, -1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 1, 1]","[1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1]",1.0,1.0,1.0,-1.0,1.0,-1.0,-0.8947368421052632,1.0,1.0,1.0,-1.0,0.6842105263157895,0.05263157894736842,0.3684210526315789
465,laptop,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
385,laptop,llama31_8b_standard,[-1],[1],[1],[-1],[1],[-1],[-1],[1],[1],[1],[-1],[1],[1],[1],-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
225,laptop,llava_7b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
546,laptop,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,,
251,microwave,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, 1, -1]","[-1, -1, -1, 1, -1, -1, 1, -1]","[1, 1, 1, -1, 1, 1, 1, 1]","[1, -1, -1, 1, -1, -1, -1, -1]","[-1, 1, 1, -1, -1, -1, 1, -1]","[1, -1, -1, 1, 1, 1, -1, 1]","[-1, 1, 1, -1, -1, -1, 1, -1]","[1, 1, -1, -1, -1, 1, -1, -1]","[1, 1, 1, -1, 1, 1, -1, 1]",-1.0,0.25,0.75,-0.75,1.0,-0.5,-0.5,0.75,-0.5,-0.25,0.25,-0.25,-0.25,0.5
