concept,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,temperature_celsius,temperature_fahrenheit,temperature_kelvin,value_us dollars,value_euros,value_pounds,weight_kilograms,weight_grams,weight_pounds,weight_ounces,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,texture,colour,material,shape,pattern,location,disposition,model_name
snowboard,,,,,,1.55,155.0,1550.0,61.023622047244096,5.085301837270341,,,,400.0,363.6363636363636,307.6923076923077,5.0,5000.0,11.023122100918886,176.36995361470218,0.26,26.0,260.0,10.236220472440946,0.8530183727034121,"['glossy', 'smooth']",[],"['fiberglass', 'metal', 'plastic', 'wood']",[],['logo'],"['garage', 'ski resort', 'store']",[],MTurk
sports ball,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,,,,20.0,18.18181818181818,15.384615384615383,0.2041164,204.1164,0.45,7.2,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,"['rough', 'smooth']",[],"['leather', 'plastic', 'rubber']",[],"['plain', 'striped']","['field', 'gymnasium']",[],MTurk
sports ball,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,20.0,68.0,293.15,20.0,18.18181818181818,15.384615384615383,0.5,500.0,1.1023122100918887,17.63699536147022,,,,,,"['rough', 'smooth']",[],"['plastic', 'rubber']",['round'],"['plain', 'striped']","['field', 'gymnasium']",[],MTurk
sports ball,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,,,,,,,,,20.0,18.18181818181818,15.384615384615383,0.45,450.0,0.9920809890826999,15.873295825323199,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,"['rough', 'smooth']",[],"['fabric', 'leather', 'plastic', 'rubber']",['oval'],['plain'],"['bag', 'field', 'garage', 'gym', 'park', 'schoolhouse', 'store']",[],MTurk
kite,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],['striped'],[],[],MTurk
kite,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.6,60.0,600.0,23.62204724409449,1.968503937007874,22.5,72.5,295.65,10.0,9.09090909090909,7.692307692307692,0.15,150.0,0.33069366302756664,5.291098608441066,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,"['rough', 'smooth']",[],"['fiber', 'fiberglass', 'nylon', 'paper', 'plastic', 'wood']","['delta', 'rectangle', 'rhombus']","['plain', 'striped']","['backyard', 'beach', 'closet', 'garage', 'park', 'store']",[],MTurk
kite,0.01,1.0,10.0,0.3937007874015748,0.03280839895013123,0.6,60.0,600.0,23.62204724409449,1.968503937007874,,,,5.0,4.545454545454545,3.846153846153846,0.1,100.0,0.22046244201837775,3.527399072294044,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,['smooth'],[],"['paper', 'plastic', 'wood']","['rectangle', 'rhombus']",['striped'],"['beach', 'park', 'rooftop']",[],MTurk
baseball bat,,,,,,0.85,85.0,850.0,33.46456692913386,2.788713910761155,,,,50.0,45.45454545454545,38.46153846153846,0.9,900.0,1.9841619781653999,31.746591650646398,0.065,6.5,65.0,2.5590551181102366,0.21325459317585302,['smooth'],[],"['aluminium', 'wood']",['cylindrical'],"['logo', 'plain', 'striped']","['baseball field', 'garage', 'gym', 'room']",[],MTurk
baseball bat,,,,,,0.84,84.0,840.0,33.07086614173229,2.7559055118110236,,,,60.0,54.54545454545455,46.153846153846146,1.0,1000.0,2.2046244201837775,35.27399072294044,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,[],['or'],[],['cylindrical'],[],[],[],MTurk
baseball bat,,,,,,0.813,81.3,813.0,32.00787401574803,2.667322834645669,,,,100.0,90.9090909090909,76.92307692307692,0.85,850.0,1.8739307571562107,29.98289211449937,0.066,6.6,66.0,2.5984251968503935,0.21653543307086612,"['rough', 'smooth']",[],"['fiber', 'metal', 'plastic', 'wood']",['cylindrical'],"['logo', 'plain']","['baseball field', 'garage', 'gym', 'store']",[],MTurk
baseball glove,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,0.28,28.0,280.0,11.023622047244094,0.9186351706036745,,,,60.0,54.54545454545455,46.153846153846146,0.6,600.0,1.3227746521102666,21.164394433764265,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,"['rough', 'smooth']",['or'],"['leather', 'nylon']",[],"['logo', 'plain']","['bag', 'baseball field', 'bedroom', 'garage', 'locker room']",[],MTurk
baseball glove,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,0.28,28.0,280.0,11.023622047244094,0.9186351706036745,,,,60.0,54.54545454545455,46.153846153846146,0.6,600.0,1.3227746521102666,21.164394433764265,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,"['rough', 'smooth']",[],['leather'],['oval'],['plain'],"['field', 'garage', 'locker room']",[],MTurk
baseball glove,0.07619999999999999,7.62,76.19999999999999,3.0,0.25,0.29209999999999997,29.21,292.09999999999997,11.5,0.9583333333333333,,,,60.0,54.54545454545455,46.153846153846146,0.3175144,317.51439999999997,0.7,11.2,0.15239999999999998,15.24,152.39999999999998,6.0,0.5,"['rough', 'smooth']",[],"['leather', 'nylon']",[],"['logo', 'plain']","['baseball field', 'garage', 'store']",[],MTurk
skateboard,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,,,,10.0,9.09090909090909,7.692307692307692,200.0,200000.0,440.9248840367555,7054.798144588088,0.065,6.5,65.0,2.5590551181102366,0.21325459317585302,['smooth'],['or'],"['metal', 'plastic']","['conical', 'cylindrical']","['plain', 'striped']","['bar', 'cupboard', 'dining room', 'garage', 'kitchen', 'restaurant']",[],MTurk
skateboard,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,0.8,80.0,800.0,31.496062992125985,2.6246719160104988,,,,80.0,72.72727272727272,61.53846153846153,2.5,2500.0,5.511561050459443,88.18497680735109,0.21,21.0,210.0,8.267716535433072,0.6889763779527559,"['rough', 'rubbery', 'smooth']",[],"['metal', 'plastic', 'rubber', 'wood']","['concave', 'rectangle', 'round']",['logo'],"['garage', 'sidewalk']",[],MTurk
skateboard,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,0.8,80.0,800.0,31.496062992125985,2.6246719160104988,,,,80.0,72.72727272727272,61.53846153846153,3.0,3000.0,6.613873260551332,105.82197216882132,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,"['rough', 'smooth']",[],"['metal', 'plastic', 'rubber', 'wood']",[],['logo'],"['garage', 'schoolhouse', 'street']",[],MTurk
surfboard,6.5,650.0,6500.0,255.90551181102364,21.3254593175853,2.1,210.0,2100.0,82.67716535433071,6.889763779527558,,,,600.0,545.4545454545454,461.5384615384615,4.5,4500.0,9.920809890826998,158.73295825323197,0.53,53.0,530.0,20.866141732283467,1.7388451443569553,['smooth'],['or'],"['fiber', 'fiberglass']","['oval', 'round']","['logo', 'plain', 'striped']","['beach', 'car', 'garage', 'shed', 'shop']",[],MTurk
surfboard,0.065,6.5,65.0,2.5590551181102366,0.21325459317585302,0.021,2.1,21.0,0.8267716535433072,0.0688976377952756,,,,600.0,545.4545454545454,461.5384615384615,4.5,4500.0,9.920809890826998,158.73295825323197,0.53,53.0,530.0,20.866141732283467,1.7388451443569553,['smooth'],['or'],"['fiber', 'fiberglass']","['oval', 'round']","['logo', 'plain', 'striped']","['beach', 'car', 'garage', 'shed', 'shop', 'storage room']",[],MTurk
surfboard,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,0.09,9.0,90.0,3.5433070866141736,0.2952755905511811,40.0,104.0,313.15,800.0,727.2727272727273,615.3846153846154,8.0,8000.0,17.63699536147022,282.1919257835235,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,"['rough', 'smooth']",[],"['fiber', 'fiberglass', 'wood']","['cylindrical', 'fish', 'foam', 'rectangle', 'round']","['logo', 'plain', 'striped']","['beach', 'garage', 'shed', 'shop']",[],MTurk
tennis racket,,,,,,0.6859999999999999,68.6,686.0,27.00787401574803,2.2506561679790025,,,,100.0,90.9090909090909,76.92307692307692,0.3,300.0,0.6613873260551333,10.582197216882133,0.29,29.0,290.0,11.41732283464567,0.9514435695538057,"['rough', 'smooth']",[],"['aluminium', 'fiber', 'nylon', 'plastic', 'polyester', 'rubber']","['cylindrical', 'oval']","['plain', 'striped']","['closet', 'garage', 'gym', 'store']",[],MTurk
tennis racket,,,,,,0.68,68.0,680.0,26.77165354330709,2.2309711286089238,,,,120.0,109.0909090909091,92.30769230769229,0.3,300.0,0.6613873260551333,10.582197216882133,0.26,26.0,260.0,10.236220472440946,0.8530183727034121,['smooth'],[],"['fiber', 'nylon']",['oval'],['logo'],"['bag', 'gym', 'store']",[],MTurk
tennis racket,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.68,68.0,680.0,26.77165354330709,2.2309711286089238,,,,100.0,90.9090909090909,76.92307692307692,0.3,300.0,0.6613873260551333,10.582197216882133,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,['smooth'],[],"['aluminium', 'nylon']","['oval', 'rectangle']","['plain', 'striped']","['bag', 'garage']",[],MTurk
bottle,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,,,,2.0,1.8181818181818181,1.5384615384615383,0.3,300.0,0.6613873260551333,10.582197216882133,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,"['ribbed', 'smooth']",[],"['glass', 'metal', 'plastic', 'steel']","['cylindrical', 'rectangle', 'round']","['plain', 'striped']","['bag', 'gym', 'kitchen', 'refrigerator', 'shelf', 'store', 'table']",[],MTurk
bottle,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,,,,2.0,1.8181818181818181,1.5384615384615383,0.25,250.0,0.5511561050459444,8.81849768073511,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,['smooth'],[],"['glass', 'metal', 'plastic']","['cylindrical', 'round']",['logo'],"['kitchen', 'refrigerator', 'shelf', 'store']",[],MTurk
bottle,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,5.0,41.0,278.15,1.5,1.3636363636363635,1.1538461538461537,0.3,300.0,0.6613873260551333,10.582197216882133,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,"['glossy', 'matted', 'ribbed', 'smooth']",[],"['aluminium', 'glass', 'plastic']","['cylindrical', 'rectangle', 'round', 'square']",['logo'],"['kitchen', 'picnic', 'refrigerator', 'store']",[],MTurk
wine glass,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,,,,,,,200.0,200000.0,440.9248840367555,7054.798144588088,0.065,6.5,65.0,2.5590551181102366,0.21325459317585302,['smooth'],['or'],"['metal', 'plastic']","['conical', 'cylindrical']","['plain', 'striped']","['bar', 'cupboard', 'dining room', 'garage', 'kitchen', 'restaurant']",[],MTurk
wine glass,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,22.0,71.6,295.15,10.0,9.09090909090909,7.692307692307692,0.2,200.0,0.4409248840367555,7.054798144588088,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,"['glossy', 'smooth']",['transparent'],['glass'],"['bowl', 'round']",['plain'],"['bar', 'kitchen', 'table']",[],MTurk
wine glass,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,,,,,,,,,8.0,7.2727272727272725,6.153846153846153,0.25,250.0,0.5511561050459444,8.81849768073511,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,['smooth'],['transparent'],['glass'],"['cylindrical', 'round']",['plain'],"['bar', 'dining room', 'kitchen']",[],MTurk
cup,0.095,9.5,95.0,3.7401574803149606,0.31167979002624674,,,,,,60.0,140.0,333.15,5.0,4.545454545454545,3.846153846153846,0.25,250.0,0.5511561050459444,8.81849768073511,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,['smooth'],[],['glass'],['cylindrical'],['plain'],['kitchen'],[],MTurk
cup,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,60.0,140.0,333.15,3.0,2.727272727272727,2.3076923076923075,0.25,250.0,0.5511561050459444,8.81849768073511,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,"['glossy', 'matted', 'smooth']",[],"['ceramic', 'glass', 'plastic']","['conical', 'cylindrical', 'round']","['plain', 'striped']","['coffee shop', 'dining room', 'kitchen']",[],MTurk
cup,0.09,9.0,90.0,3.5433070866141736,0.2952755905511811,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,60.0,140.0,333.15,5.0,4.545454545454545,3.846153846153846,0.25,250.0,0.5511561050459444,8.81849768073511,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,"['rough', 'smooth']",[],"['ceramic', 'glass', 'metal', 'paper', 'plastic']","['conical', 'cylindrical', 'round']","['logo', 'plain', 'polka-dotted', 'striped']","['cafeteria', 'dining room', 'kitchen', 'office', 'restaurant']",[],MTurk
fork,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,22.0,71.6,295.15,1.5,1.3636363636363635,1.1538461538461537,0.05,50.0,0.11023122100918888,1.763699536147022,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,"['rough', 'smooth']",[],"['metal', 'plastic']",['rectangle'],"['plain', 'striped']","['dining room', 'kitchen']",[],MTurk
fork,0.005,0.5,5.0,0.1968503937007874,0.016404199475065617,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,,,,2.0,1.8181818181818181,1.5384615384615383,0.03,30.0,0.06613873260551333,1.0582197216882132,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,['smooth'],['or'],"['plastic', 'steel', 'wood']",[],"['dotted', 'plain', 'striped']","['cafeteria', 'drawer', 'kitchen', 'restaurant', 'table']",[],MTurk
fork,0.005,0.5,5.0,0.1968503937007874,0.016404199475065617,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,,,,2.0,1.8181818181818181,1.5384615384615383,0.03,30.0,0.06613873260551333,1.0582197216882132,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,['smooth'],[],"['plastic', 'steel', 'wood']",['rectangle'],"['plain', 'striped']","['cafeteria', 'dining room', 'kitchen', 'picnic', 'restaurant']",[],MTurk
knife,0.003,0.3,3.0,0.11811023622047244,0.00984251968503937,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,,,,15.0,13.636363636363637,11.538461538461537,0.15,150.0,0.33069366302756664,5.291098608441066,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,"['rough', 'smooth']",[],"['metal', 'plastic', 'wood']","['cylindrical', 'rectangle']","['plain', 'striped']","['garage', 'kitchen', 'restaurant']",[],MTurk
knife,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.3,30.0,300.0,11.811023622047244,0.984251968503937,20.0,68.0,293.15,30.0,27.272727272727273,23.076923076923073,0.2,200.0,0.4409248840367555,7.054798144588088,0.045,4.5,45.0,1.7716535433070868,0.14763779527559054,['smooth'],[],"['ceramic', 'metal', 'plastic', 'steel', 'wood']",[],['plain'],"['dining room', 'kitchen', 'restaurant', 'toolbox']",[],MTurk
knife,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,22.0,71.6,295.15,15.0,13.636363636363637,11.538461538461537,0.2,200.0,0.4409248840367555,7.054798144588088,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,"['rough', 'smooth']",[],"['ceramic', 'metal', 'plastic', 'wood']","['cylindrical', 'rectangle']","['plain', 'striped']","['garage', 'kitchen']",[],MTurk
spoon,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,,,,1.0,0.9090909090909091,0.7692307692307692,0.05,50.0,0.11023122100918888,1.763699536147022,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,"['matted', 'smooth']",[],"['metal', 'plastic', 'wood']","['oval', 'round']",['plain'],"['drawer', 'kitchen', 'table']",[],MTurk
spoon,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,80.0,176.0,353.15,1.0,0.9090909090909091,0.7692307692307692,0.02,20.0,0.04409248840367555,0.7054798144588088,0.035,3.5,35.0,1.3779527559055118,0.11482939632545931,['smooth'],[],"['plastic', 'steel', 'wood']","['bowl', 'cylindrical', 'oval', 'round']",['plain'],"['cafeteria', 'dining room', 'kitchen', 'restaurant']",[],MTurk
spoon,-0.005,-0.5,-5.0,-0.1968503937007874,-0.016404199475065617,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,22.5,72.5,295.65,4.0,3.6363636363636362,3.0769230769230766,0.0475,47.5,0.10471965995872944,1.675514559339671,0.045,4.5,45.0,1.7716535433070868,0.14763779527559054,['smooth'],[],['steel'],"['bowl', 'oval']",[],['table'],[],MTurk
bowl,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,,,,,,,,,10.0,9.09090909090909,7.692307692307692,0.4,400.0,0.881849768073511,14.109596289176176,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,['smooth'],['or'],"['ceramic', 'glass', 'metal', 'plastic', 'wood']","['oval', 'round', 'square']","['dotted', 'plain', 'striped']","['cafeteria', 'dining room', 'kitchen', 'pantry']",[],MTurk
bowl,,,,,,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,,,,10.0,9.09090909090909,7.692307692307692,0.4,400.0,0.881849768073511,14.109596289176176,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,"['glossy', 'matted', 'rough', 'smooth']",[],"['ceramic', 'glass', 'metal', 'plastic', 'porcelain', 'wood']","['conical', 'oval', 'round']","['plain', 'striped']","['cafeteria', 'cupboard', 'dining room', 'kitchen', 'restaurant']",[],MTurk
bowl,,,,,,,,,,,,,,,,,,,,,,,,,,['rough'],[],"['metal', 'plastic']",['circle'],[],['kitchen'],[],MTurk
banana,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,20.0,68.0,293.15,0.25,0.22727272727272727,0.1923076923076923,0.12,120.0,0.2645549304220533,4.232878886752853,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,"['smooth', 'soft']",[],['flesh'],['cylindrical'],"['plain', 'spotted']","['farm', 'grocery', 'kitchen', 'store']",[],MTurk
banana,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,20.0,68.0,293.15,0.25,0.22727272727272727,0.1923076923076923,0.12,120.0,0.2645549304220533,4.232878886752853,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,"['smooth', 'soft']",[],['flesh'],['cylindrical'],"['plain', 'spotted']","['farm', 'grocery', 'kitchen', 'store']",[],MTurk
banana,,,,,,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,,,,0.3,0.2727272727272727,0.23076923076923073,0.12,120.0,0.2645549304220533,4.232878886752853,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,"['smooth', 'soft']",[],['flesh'],['cylindrical'],[],"['grocery', 'store']",[],MTurk
apple,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,,,,0.5,0.45454545454545453,0.3846153846153846,0.15,150.0,0.33069366302756664,5.291098608441066,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,['smooth'],[],[],"['oval', 'round']","['plain', 'striped']","['grocery', 'kitchen', 'orchard', 'store']",[],MTurk
apple,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,20.0,68.0,293.15,0.5,0.45454545454545453,0.3846153846153846,0.18,180.0,0.39683239563308,6.34931833012928,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,['smooth'],[],"['metal', 'organic']","['conical', 'round']","['plain', 'striped']","['grocery', 'kitchen', 'orchard', 'refrigerator', 'store', 'table']",[],MTurk
apple,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,4.0,39.2,277.15,0.75,0.6818181818181818,0.5769230769230769,0.18,180.0,0.39683239563308,6.34931833012928,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,"['rough', 'smooth']",[],"['metal', 'organic']","['oval', 'round']","['plain', 'striped']","['grocery', 'kitchen', 'orchard', 'refrigerator', 'store']",[],MTurk
sandwich,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,25.0,77.0,298.15,5.0,4.545454545454545,3.846153846153846,0.2,200.0,0.4409248840367555,7.054798144588088,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,['soft'],[],['flesh'],"['rectangle', 'square']",[],['cafeteria'],[],MTurk
sandwich,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,23.0,73.4,296.15,5.0,4.545454545454545,3.846153846153846,0.15,150.0,0.33069366302756664,5.291098608441066,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,['soft'],['or'],['flesh'],"['circular', 'rectangle']",['plain'],"['cafeteria', 'kitchen', 'picnic', 'restaurant']",[],MTurk
sandwich,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,20.0,68.0,293.15,5.0,4.545454545454545,3.846153846153846,0.2,200.0,0.4409248840367555,7.054798144588088,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,"['rough', 'smooth', 'soft']",[],"['flesh', 'food', 'metal', 'organic']","['circular', 'rectangle', 'square']",['plain'],"['cafeteria', 'kitchen', 'picnic', 'restaurant']",[],MTurk
orange,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,20.0,68.0,293.15,0.5,0.45454545454545453,0.3846153846153846,0.2,200.0,0.4409248840367555,7.054798144588088,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,"['rough', 'smooth']",[],"['flesh', 'organic']",['round'],['plain'],"['grocery', 'kitchen', 'orchard', 'refrigerator', 'store']",[],MTurk
orange,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,,,,0.5,0.45454545454545453,0.3846153846153846,0.18,180.0,0.39683239563308,6.34931833012928,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,"['bumpy', 'smooth']",[],[],"['oval', 'round']",[],"['grocery', 'kitchen', 'orchard', 'store']",[],MTurk
orange,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,20.0,68.0,293.15,1.0,0.9090909090909091,0.7692307692307692,0.15,150.0,0.33069366302756664,5.291098608441066,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,['smooth'],[],[],['round'],['plain'],"['grocery', 'kitchen', 'store']",[],MTurk
broccoli,0.2286,22.86,228.6,9.0,0.75,0.17779999999999999,17.78,177.79999999999998,7.0,0.5833333333333333,,,,1.75,1.5909090909090908,1.346153846153846,0.56699,566.99,1.25,20.0,0.17779999999999999,17.78,177.79999999999998,7.0,0.5833333333333333,[],[],['organic'],[],[],['kitchen'],[],MTurk
broccoli,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,5.0,41.0,278.15,1.5,1.3636363636363635,1.1538461538461537,0.4,400.0,0.881849768073511,14.109596289176176,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,"['bumpy', 'rough']",[],"['fiber', 'water']",['round'],[],"['farm', 'grocery', 'refrigerator', 'store']",[],MTurk
broccoli,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,5.0,41.0,278.15,1.5,1.3636363636363635,1.1538461538461537,0.4,400.0,0.881849768073511,14.109596289176176,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,"['bumpy', 'rough']",[],"['fiber', 'water']",['round'],[],"['farm', 'grocery', 'refrigerator', 'store']",[],MTurk
carrot,,,,,,0.17500000000000002,17.5,175.0,6.889763779527559,0.5741469816272966,4.0,39.2,277.15,-0.2,-0.18181818181818182,-0.15384615384615385,0.0625,62.5,0.1377890262614861,2.2046244201837775,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,"['rough', 'smooth']",[],"['metal', 'organic']","['conical', 'cylindrical']","['plain', 'striped']","['farm', 'garden', 'grocery', 'kitchen', 'market', 'refrigerator', 'store']",[],MTurk
carrot,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,20.0,68.0,293.15,0.5,0.45454545454545453,0.3846153846153846,0.1,100.0,0.22046244201837775,3.527399072294044,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,['smooth'],[],['organic'],['cylindrical'],"['plain', 'striped']","['garden', 'kitchen', 'supermarket']",[],MTurk
carrot,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.09,9.0,90.0,3.5433070866141736,0.2952755905511811,,,,453.6,412.3636363636364,348.9230769230769,61.0,61000.0,134.4820896312104,2151.7134340993666,,,,,,['soft'],[],['fiber'],"['conical', 'cylindrical']",['plain'],[],[],MTurk
hot dog,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,60.0,140.0,333.15,3.0,2.727272727272727,2.3076923076923075,0.1,100.0,0.22046244201837775,3.527399072294044,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,['smooth'],[],['flesh'],['cylindrical'],['plain'],"['kitchen', 'picnic', 'street']",[],MTurk
hot dog,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,60.0,140.0,333.15,3.0,2.727272727272727,2.3076923076923075,0.1,100.0,0.22046244201837775,3.527399072294044,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,['smooth'],[],['flesh'],['cylindrical'],['plain'],"['kitchen', 'picnic', 'street']",[],MTurk
hot dog,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,65.0,149.0,338.15,2.5,2.2727272727272725,1.923076923076923,0.15,150.0,0.33069366302756664,5.291098608441066,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,"['smooth', 'soft']",[],['flesh'],"['cylindrical', 'oblong']","['plain', 'striped']","['kitchen', 'picnic area', 'stadium']",[],MTurk
pizza,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.3,30.0,300.0,11.811023622047244,0.984251968503937,60.0,140.0,333.15,12.0,10.909090909090908,9.23076923076923,0.9,900.0,1.9841619781653999,31.746591650646398,0.3,30.0,300.0,11.811023622047244,0.984251968503937,[],[],[],"['circular', 'rectangle']",['spotted'],"['kitchen', 'restaurant']",[],MTurk
pizza,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.3,30.0,300.0,11.811023622047244,0.984251968503937,65.0,149.0,338.15,12.0,10.909090909090908,9.23076923076923,1.2,1200.0,2.6455493042205327,42.32878886752852,0.3,30.0,300.0,11.811023622047244,0.984251968503937,['soft'],[],['food'],"['circular', 'rectangle']",['plain'],"['dining room', 'kitchen', 'pizzeria', 'refrigerator', 'restaurant']",[],MTurk
