,concept,model_name,colour,shape,location,texture,material,pattern,disposition,function,size,weight,temperature,value,scenario,context,colour_sum,shape_sum,location_sum,texture_sum,material_sum,pattern_sum,disposition_sum,function_sum,size_sum,weight_sum,temperature_sum,value_sum,scenario_sum,context_sum
463,keyboard,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,keyboard,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1]","[1, 1, -1, 1, -1, -1, -1, -1, 1, 1, -1, -1, 1, 1]","[1, 1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 1]","[-1, -1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, -1]","[1, 1, -1, 1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1]","[-1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1, 1, -1]","[1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1]","[-1, -1, 1, -1, -1, -1, 1, -1, -1, -1, 1, 1, -1, -1]","[-1, -1, 1, -1, 1, 1, 1, 1, -1, -1, 1, 1, -1, -1]",-14,14,-8,4,8,0,-2,4,-2,0,-10,2,-6,0
63,keyboard,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,keyboard,llava_7b_standard,"[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1, 1, 1]","[1, 1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, -1, 1, 1, 1, -1, 1, 1, -1, -1, 1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, 1, 1, 1, 1, 1, -1, -1, 1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1]","[1, 1, -1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1, -1]",-12,4,8,-12,2,-12,-14,14,4,-12,-14,-14,-6,4
383,keyboard,llama31_8b_standard,"[-1, -1]","[1, 1]","[1, -1]","[-1, 1]","[1, -1]","[-1, -1]","[-1, -1]","[1, 1]","[1, -1]","[1, 1]","[-1, -1]","[-1, -1]","[-1, 1]","[1, 1]",-2,2,0,0,0,-2,-2,2,0,2,-2,-2,0,2
143,keyboard,qwen25_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-20,20,20,-16,20,-18,-20,20,20,4,-20,-20,12,16
182,kite,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, 1, 1, -1, -1, 1, -1, 1]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, -1, 1, -1, -1]","[-1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, -1, -1, 1, -1, 1, 1, 1]","[-1, 1, 1, -1, -1, -1, 1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, 1, -1, -1, -1, -1, -1, 1, 1, -1]",-10,0,8,-6,6,-10,-10,10,2,-2,-10,-10,-6,-4
102,kite,qwen25_7b_standard,"[1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-9,17,3,-17,17,-17,-17,17,17,-13,-17,-15,17,17
422,kite,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,kite,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,kite,llama31_8b_standard,"[-1, -1]","[1, 1]","[1, 1]","[-1, -1]","[1, 1]","[1, -1]","[-1, -1]","[1, 1]","[-1, 1]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, 1]","[-1, 1]",-2,2,2,-2,2,0,-2,2,0,-2,-2,-2,0,0
262,kite,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, -1, -1, -1, -1]","[-1, -1, -1, -1, 1, -1, 1]","[1, 1, 1, 1, -1, 1, 1]","[1, -1, -1, -1, 1, 1, 1]","[1, -1, -1, -1, 1, 1, 1]","[-1, 1, 1, 1, 1, -1, -1]","[1, -1, -1, -1, -1, 1, 1]","[-1, -1, 1, 1, 1, -1, -1]","[-1, -1, -1, -1, -1, 1, 1]","[1, -1, -1, 1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1]",-7,7,-3,-3,5,1,1,1,-1,-1,-3,-1,-7,-5
349,knife,llama31_8b_standard,"[-1, -1]","[1, 1]","[1, -1]","[-1, 1]","[1, 1]","[-1, 1]","[-1, -1]","[1, 1]","[1, 1]","[1, 1]","[-1, -1]","[-1, 1]","[1, -1]","[1, -1]",-2,2,0,0,2,0,-2,2,2,2,-2,0,0,0
429,knife,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,knife,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,knife,llava_7b_standard,"[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[-1, -1, -1, 1, 1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[1, 1, -1, 1, -1]",-5,5,-1,-5,5,-5,-5,5,5,-1,-5,-5,-5,1
269,knife,qwen25_1b_standard,"[-1, -1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1]","[-1, -1, 1, -1, 1]","[1, 1, 1, 1, 1]","[-1, 1, -1, -1, -1]","[-1, 1, -1, -1, -1]","[1, 1, 1, 1, 1]","[-1, -1, -1, -1, 1]","[-1, 1, -1, 1, 1]","[-1, -1, 1, -1, -1]","[-1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1]","[1, -1, -1, 1, 1]",-5,5,-3,-1,5,-3,-3,5,-3,1,-3,-3,-5,1
109,knife,qwen25_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1]","[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1]",-14,14,8,-8,14,-14,-14,14,14,10,-14,-14,6,10
366,laptop,llama31_8b_standard,[-1],[1],[1],[-1],[1],[-1],[-1],[1],[1],[1],[-1],[1],[1],[1],-1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1
286,laptop,qwen25_1b_standard,"[1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, 1, 1, -1, -1, 1, 1]","[-1, -1, 1, -1, -1, 1, 1, -1, -1]","[1, 1, -1, 1, 1, -1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, -1, 1, -1, 1, 1, -1]","[-1, 1, -1, 1, -1, 1, -1, -1, 1]","[-1, -1, 1, -1, -1, -1, 1, -1, -1]","[1, 1, -1, -1, 1, 1, -1, 1, 1]","[-1, -1, 1, 1, -1, 1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",-7,7,1,-3,3,-9,-9,9,1,-1,-5,3,-1,9
206,laptop,llava_7b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,laptop,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1, 1, -1, -1, 1, -1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 1, 1]","[1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1]",19,19,19,-19,19,-19,-17,19,19,19,-19,13,1,7
446,laptop,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,laptop,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,microwave,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,microwave,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, -1, 1, -1, 1, -1, -1, 1, 1, 1]","[-1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, -1, 1, 1, -1, 1, -1, 1]",-11,-9,9,-11,5,-11,-11,11,1,-7,5,-11,-11,5
270,microwave,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, 1, -1]","[-1, -1, -1, 1, -1, -1, 1, -1]","[1, 1, 1, -1, 1, 1, 1, 1]","[1, -1, -1, 1, -1, -1, -1, -1]","[-1, 1, 1, -1, -1, -1, 1, -1]","[1, -1, -1, 1, 1, 1, -1, 1]","[-1, 1, 1, -1, -1, -1, 1, -1]","[1, 1, -1, -1, -1, 1, -1, -1]","[1, 1, 1, -1, 1, 1, -1, 1]",-8,2,6,-6,8,-4,-4,6,-4,-2,2,-2,-2,4
430,microwave,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,microwave,qwen25_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, -1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, -1, 1, -1]","[1, -1, 1, 1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-18,18,18,-18,18,-18,-18,18,18,0,-2,-18,14,18
350,microwave,llama31_8b_standard,"[-1, -1]","[1, 1]","[-1, 1]","[-1, -1]","[1, 1]","[-1, -1]","[-1, -1]","[1, 1]","[-1, 1]","[1, -1]","[-1, 1]","[-1, -1]","[-1, -1]","[1, 1]",-2,2,0,-2,2,-2,-2,2,0,0,0,-2,-2,2
213,motorcycle,llava_7b_standard,"[-1, -1, -1, -1]","[-1, 1, 1, 1]","[1, -1, 1, 1]","[-1, -1, -1, -1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1, 1, -1, 1]",-4,2,2,-4,4,-4,-4,4,4,4,-4,-4,-4,2
293,motorcycle,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1]","[-1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[-1, -1, 1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 1]","[-1, -1, 1, -1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1]","[1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, 1, -1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1]","[1, 1, -1, 1, -1, 1, -1, -1, -1, 1, 1, -1, 1, -1]","[-1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, 1]","[-1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 1, -1, -1, -1]","[1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1]",-14,14,-8,-2,12,0,-4,10,-2,0,-6,2,-8,-4
373,motorcycle,llama31_8b_standard,[-1],[1],[-1],[1],[-1],[-1],[-1],[1],[-1],[-1],[-1],[-1],[1],[1],-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1
453,motorcycle,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,motorcycle,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",16,16,16,-16,16,-16,-16,16,16,-2,-16,-16,10,12
53,motorcycle,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,mouse,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, 1, 1, -1, -1, 1, 1, 1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, 1, 1, -1, -1, 1, 1, 1]","[-1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]",-11,11,7,-7,7,-11,-11,11,-11,-1,-9,1,-3,9
40,mouse,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,mouse,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,mouse,qwen25_7b_standard,"[1, -1, 1, -1, -1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, -1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, 1, 1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, 1, 1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1]","[-1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1]",0,20,14,-18,20,-20,-20,20,20,-4,-20,-20,-8,8
200,mouse,llava_7b_standard,"[-1, -1, -1, -1, 1, -1, -1]","[1, 1, -1, 1, -1, 1, 1]","[-1, 1, -1, 1, 1, 1, -1]","[1, -1, -1, -1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, 1, -1, -1, -1]","[-1, 1, -1, -1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, 1, 1, -1, 1]",-5,3,1,-3,-5,-7,-7,7,-1,-3,-7,-7,-7,1
360,mouse,llama31_8b_standard,[-1],[1],[1],[-1],[1],[-1],[-1],[1],[-1],[-1],[-1],[-1],[-1],[1],-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1
