model,concept,domain,dimension,measurement,min_mean,min_std,max_mean,max_std
olmo2_13B_instruct,clock,size,width,millimeters,70.83333333333333,32.60182184907444,579.1666666666666,803.8142971124763
olmo2_13B_instruct,clock,temperature,temperature,celsius,-34.0,13.53358395757909,45.25,6.7813599008799965
olmo2_13B_instruct,clock,temperature,temperature,fahrenheit,50.1,13.066228062814213,88.25,9.357659401457408
olmo2_13B_instruct,clock,temperature,temperature,kelvin,276.49249999999995,8.263669297785206,487.0,113.86228408407285
olmo2_13B_instruct,clock,value,monetary_value,US dollars,0.5,2.23606797749979,44450.0,53762.12225604273
olmo2_13B_instruct,clock,value,monetary_value,euros,8.25,12.060701733970106,55650.0,222302.84582784335
olmo2_13B_instruct,clock,value,monetary_value,pounds,0.5559999999999999,0.43694393232999584,722.0,2196.5321951226956
olmo2_13B_instruct,clock,weight,weight,grams,117.0,210.51565762494525,2960.0,3295.195865115408
olmo2_13B_instruct,clock,weight,weight,kilograms,0.475,0.3552241694005573,86.6,219.07254265965972
olmo2_13B_instruct,clock,weight,weight,ounces,4.125,2.6944143001870797,387.4,710.6225884095543
olmo2_13B_instruct,clock,weight,weight,pounds,1.5999999999999999,1.6305899329419904,96.27777777777777,253.18089453882007
olmo2_13B_instruct,couch,size,height,centimeters,144.5,16.050905860647507,300.0,0.0
olmo2_13B_instruct,couch,size,height,feet,2.225,1.6581140205857854,7.975,3.492378920781047
olmo2_13B_instruct,couch,size,height,inches,32.8,5.247555822024492,91.5,5.799274001749567
olmo2_13B_instruct,couch,size,height,meters,1.85,0.8127277008872491,3.25,0.2564945880212885
olmo2_13B_instruct,couch,size,height,millimeters,1295.0,326.82684937698156,2920.0,524.7555822024493
olmo2_13B_instruct,couch,size,length,centimeters,142.5,16.503588126605425,290.0,26.157418189029844
olmo2_13B_instruct,couch,size,length,feet,1.825,2.2726925834673217,13.725,20.796302176361216
olmo2_13B_instruct,couch,size,length,inches,33.1,5.11859355682789,91.95,5.276312508202155
olmo2_13B_instruct,couch,size,length,meters,2.025,0.681233401536082,3.275,0.25520889276702025
olmo2_13B_instruct,couch,size,length,millimeters,1305.0,296.4260802504253,2925.0,372.5799101852972
olmo2_13B_instruct,couch,size,width,centimeters,144.5,13.945382182304158,290.0,26.157418189029844
olmo2_13B_instruct,couch,size,width,feet,2.75,2.4575340657273754,9.7,2.9709116091653898
olmo2_13B_instruct,couch,size,width,inches,35.8,7.302486959212848,89.4,5.807436249281921
olmo2_13B_instruct,couch,size,width,meters,2.32,0.4431941477857971,3.225,0.2552088927670202
olmo2_13B_instruct,couch,size,width,millimeters,1435.0,260.1113122046831,3075.0,293.57147430619995
olmo2_13B_instruct,couch,temperature,temperature,celsius,16.8,2.419221275317198,26.75,2.4468024246479647
olmo2_13B_instruct,couch,temperature,temperature,fahrenheit,61.25,6.742442162583932,81.75,2.446802424647965
olmo2_13B_instruct,couch,temperature,temperature,kelvin,293.6763157894737,1.5765088382115282,305.83421052631576,4.150671051220347
olmo2_13B_instruct,couch,value,monetary_value,US dollars,85.0,36.634754853252325,4000.0,1213.953957333768
olmo2_13B_instruct,couch,value,monetary_value,euros,63.1578947368421,22.6206964179432,3894.7368421052633,2024.7012630702739
olmo2_13B_instruct,couch,value,monetary_value,pounds,77.75,28.67581963220838,855.0,99.86833437344549
olmo2_13B_instruct,couch,weight,weight,grams,13345.342105263158,57311.22906746708,53845449.7368421,229142990.75386912
olmo2_13B_instruct,couch,weight,weight,kilograms,21.75,11.95110653322198,220.5,119.84529501337174
olmo2_13B_instruct,couch,weight,weight,ounces,19.1435,14.738751384307324,512.5,644.179404563013
olmo2_13B_instruct,couch,weight,weight,pounds,84.73684210526316,38.45898552031062,863.1578947368421,95.51338658818385
olmo2_13B_instruct,cow,size,height,centimeters,309190.0,611758.9901260136,449675.0,903232.3713809898
olmo2_13B_instruct,cow,size,height,feet,2.8,11.166679759091563,7.75,26.97342746989496
olmo2_13B_instruct,cow,size,height,inches,250.0605,487.0189918967821,282.742,501.73906335968366
olmo2_13B_instruct,cow,size,height,meters,0.0,0.0,92500.5,175675.11133294355
olmo2_13B_instruct,cow,size,height,millimeters,202950.0,388769.6483442145,446025.0,740359.0962819111
olmo2_13B_instruct,cow,size,length,centimeters,321135.29411764705,548106.8941606834,535447.0588235294,933935.2989619029
olmo2_13B_instruct,cow,size,length,feet,0.0,0.0,5500.0,17006.19082322051
olmo2_13B_instruct,cow,size,length,inches,120.92,294.5305231255864,146.37,305.29767544411294
olmo2_13B_instruct,cow,size,length,meters,0.0,0.0,139722.22222222222,282147.60541572934
olmo2_13B_instruct,cow,size,length,millimeters,311273.6842105263,571659.0192317496,408178.94736842107,718211.2313696417
olmo2_13B_instruct,cow,size,width,centimeters,159120.0,459762.4576601315,195520.0,554308.3747480183
olmo2_13B_instruct,cow,size,width,feet,0.9,4.024922359499622,55001.85,170061.27860901848
olmo2_13B_instruct,cow,size,width,inches,49.82,3.7601231782734823,84.285,20.329736452067603
olmo2_13B_instruct,cow,size,width,meters,0.0,0.0,80800.0,166060.7371447346
olmo2_13B_instruct,cow,size,width,millimeters,193572.5,299680.78169024066,490200.0,818215.722423526
olmo2_13B_instruct,cow,temperature,temperature,celsius,-2.25,7.8597910779787075,26.75,4.063638504436245
olmo2_13B_instruct,cow,temperature,temperature,fahrenheit,36.0,17.350868323485926,79.75,3.1933318682925256
olmo2_13B_instruct,cow,temperature,temperature,kelvin,281.5925,6.969883994352915,307.79249999999996,3.144471966382977
olmo2_13B_instruct,cow,value,monetary_value,US dollars,0.0,0.0,20555.555555555555,50463.11666743196
olmo2_13B_instruct,cow,value,monetary_value,euros,76.92307692307692,277.35009811261455,79307.69230769231,276635.2546270343
olmo2_13B_instruct,cow,value,monetary_value,pounds,840.0,166.70175069329815,2260.0,471.72695045913343
olmo2_13B_instruct,cow,weight,weight,grams,116675.0,206190.22610712,415935.0,620196.7491513437
olmo2_13B_instruct,cow,weight,weight,kilograms,417.5,107.94126082955343,990.0,191.66857359844667
olmo2_13B_instruct,cow,weight,weight,ounces,397.36842105263156,529.012099265783,852.6315789473684,1092.5853239259986
olmo2_13B_instruct,cow,weight,weight,pounds,825.0,129.26920095594878,1860.0,452.3622209550311
olmo2_13B_instruct,cup,size,height,centimeters,5.319,1.678049933389161,15.265,4.476167886414496
olmo2_13B_instruct,cup,size,height,feet,0.9199999999999999,1.2898796353475042,2.2,2.232534552098979
olmo2_13B_instruct,cup,size,height,inches,2.425,0.4666510022433648,7.175,1.2276957449243129
olmo2_13B_instruct,cup,size,height,meters,0.02155,0.01350038985791853,0.315,0.07963733586175455
olmo2_13B_instruct,cup,size,height,millimeters,27.5,28.44662592146544,277.0,47.5837212323268
olmo2_13B_instruct,cup,size,length,centimeters,5.835,1.6674200051829204,14.572999999999999,4.344803429627773
olmo2_13B_instruct,cup,size,length,feet,0.96,1.3838922988212783,3.3,3.369366643591547
olmo2_13B_instruct,cup,size,length,inches,2.3,0.2378632955468772,6.95,1.157356334155789
olmo2_13B_instruct,cup,size,length,meters,0.01875,0.01520690632574555,0.30500000000000005,0.1394538218230416
olmo2_13B_instruct,cup,size,length,millimeters,28.25,29.525858425953913,317.5,90.7207978243949
olmo2_13B_instruct,cup,size,width,centimeters,5.15,2.1219405220098344,15.184999999999999,5.0084428717915905
olmo2_13B_instruct,cup,size,width,feet,0.46749999999999997,0.5849595127690014,3.175,3.4346339726841038
olmo2_13B_instruct,cup,size,width,inches,2.45,0.872081599272381,7.275,1.0192231303663022
olmo2_13B_instruct,cup,size,width,meters,0.0245,0.026402751052833393,0.2875,0.12016983595596781
olmo2_13B_instruct,cup,size,width,millimeters,32.0,27.06716791515818,372.5,385.07518062950004
olmo2_13B_instruct,cup,temperature,temperature,celsius,-6.5,9.746794344808963,117.75,33.81353668514867
olmo2_13B_instruct,cup,temperature,temperature,fahrenheit,13.2,32.4468796650772,224.8,28.52994733147683
olmo2_13B_instruct,cup,temperature,temperature,kelvin,290.27,9.588375637636508,617.52,88.23108176529225
olmo2_13B_instruct,cup,value,monetary_value,US dollars,0.3,0.3479261869692297,49.5,30.344513073770194
olmo2_13B_instruct,cup,value,monetary_value,euros,0.725,0.3795773272581241,43.0,29.037181246409613
olmo2_13B_instruct,cup,value,monetary_value,pounds,0.081,0.03210181172129501,9.815999999999999,14.155492294698307
olmo2_13B_instruct,cup,weight,weight,grams,32.5,26.876912416656634,547.5,382.331834378132
olmo2_13B_instruct,cup,weight,weight,kilograms,4.554,12.323083773317883,40.9225,118.4433580762063
olmo2_13B_instruct,cup,weight,weight,ounces,1.8,0.9514531821875087,18.6,4.210263149670538
olmo2_13B_instruct,cup,weight,weight,pounds,0.8125,1.3450567391671426,5.75,8.202214078495738
olmo2_13B_instruct,dining table,size,height,centimeters,81.25,20.382848827280974,171.0,52.50563879492523
olmo2_13B_instruct,dining table,size,height,feet,3.875,0.4832728334791305,7.825,1.4803537983945099
olmo2_13B_instruct,dining table,size,height,inches,34.8,2.4623480450043695,62.4,23.148036179066434
olmo2_13B_instruct,dining table,size,height,meters,0.885,0.36602415796027227,2.675,0.2446802424647964
olmo2_13B_instruct,dining table,size,height,millimeters,650.0,143.27007988227578,2590.0,375.42957851114056
olmo2_13B_instruct,dining table,size,length,centimeters,72.0,17.35086832348593,147.0,36.72085310326516
olmo2_13B_instruct,dining table,size,length,feet,3.65,0.5871429486123999,7.15,1.6866347684384024
olmo2_13B_instruct,dining table,size,length,inches,33.9,3.5228576916743997,64.9,25.999797570062164
olmo2_13B_instruct,dining table,size,length,meters,0.885,0.5029125695700783,2.6399999999999997,0.22337129816094384
olmo2_13B_instruct,dining table,size,length,millimeters,650.0,143.27007988227578,92390.0,401929.85104106757
olmo2_13B_instruct,dining table,size,width,centimeters,72.5,13.717065820970683,161.0,43.75770608824534
olmo2_13B_instruct,dining table,size,width,feet,3.875,0.3931987578285246,7.8,1.105012502906165
olmo2_13B_instruct,dining table,size,width,inches,35.4,1.8467610337532778,69.3,27.971978459654377
olmo2_13B_instruct,dining table,size,width,meters,0.99,0.6290343476522691,2.7,0.25131234497501725
olmo2_13B_instruct,dining table,size,width,millimeters,600.0,0.0,2500.0,486.66426339228775
olmo2_13B_instruct,dining table,temperature,temperature,celsius,17.1,4.822098254800224,28.95,2.163695668842644
olmo2_13B_instruct,dining table,temperature,temperature,fahrenheit,59.0,6.198471798078858,83.5,2.350811729908137
olmo2_13B_instruct,dining table,temperature,temperature,kelvin,294.6475,2.7721108715580867,332.7475,51.58387006919692
olmo2_13B_instruct,dining table,value,monetary_value,US dollars,47.0,7.326950970650465,4200.0,1281.4465510343748
olmo2_13B_instruct,dining table,value,monetary_value,euros,50.0,0.0,4350.0,1954.0780569443941
olmo2_13B_instruct,dining table,value,monetary_value,pounds,35.0,16.858544608470492,1240.0,1249.168144259042
olmo2_13B_instruct,dining table,weight,weight,grams,154.425,487.9357505968653,60457.75,222204.2254825561
olmo2_13B_instruct,dining table,weight,weight,kilograms,16.5,8.287593771796239,279.0,98.82999757691302
olmo2_13B_instruct,dining table,weight,weight,ounces,29.2,17.44344244151728,6424.25,22222.68537914638
olmo2_13B_instruct,dining table,weight,weight,pounds,42.25,31.89105632750679,357.5,180.11326845539224
olmo2_13B_instruct,dog,size,height,centimeters,33.707,11.096310007812223,79.5455,8.569517873191433
olmo2_13B_instruct,dog,size,height,feet,6.3315789473684205,10.760527281152214,88.84736842105262,98.5719047668083
olmo2_13B_instruct,dog,size,height,inches,6.0,0.0,33.0,1.4552137502179965
olmo2_13B_instruct,dog,size,height,meters,50.00005,223.60678598131165,270060.0,541263.8119302483
olmo2_13B_instruct,dog,size,height,millimeters,3149.75,5184.05665046816,65934.65,221837.75515791407
olmo2_13B_instruct,dog,size,length,centimeters,36.564,9.197243522982996,75.77250000000001,9.38116078273787
olmo2_13B_instruct,dog,size,length,feet,3.812,11.102941099214728,2102.8945,8920.500190747787
olmo2_13B_instruct,dog,size,length,inches,7.111111111111111,3.5128150080876375,33.44444444444444,3.39934634239519
olmo2_13B_instruct,dog,size,length,meters,0.0,0.0,203550.15,477507.76949912444
olmo2_13B_instruct,dog,size,length,millimeters,3347.6315789473683,5227.998971462604,66856.0,227279.698569357
olmo2_13B_instruct,dog,size,width,centimeters,31.33777777777778,13.089032479210603,79.4361111111111,7.26514251419984
olmo2_13B_instruct,dog,size,width,feet,6.4,10.080726790840973,12095.1,45116.541596998366
olmo2_13B_instruct,dog,size,width,inches,6.0,0.0,33.166666666666664,2.202939213067529
olmo2_13B_instruct,dog,size,width,meters,0.000505,0.002235002649238981,421450.0,668628.8778655836
olmo2_13B_instruct,dog,size,width,millimeters,2022.0,2768.2801044768044,13914.5,31225.458822637192
olmo2_13B_instruct,dog,temperature,temperature,celsius,-28.514999999999997,13.408531259102013,39.5,0.8885233166386383
olmo2_13B_instruct,dog,temperature,temperature,fahrenheit,30.2,4.396170582390279,116.25,10.622097126670472
olmo2_13B_instruct,dog,temperature,temperature,kelvin,291.585,12.298610319441538,322.135,29.271182613262276
olmo2_13B_instruct,dog,value,monetary_value,US dollars,0.5,2.23606797749979,177250.0,356398.1917078587
olmo2_13B_instruct,dog,value,monetary_value,euros,0.0,0.0,31750.0,37108.48250311794
olmo2_13B_instruct,dog,value,monetary_value,pounds,7.285714285714286,8.693182879212227,173.57142857142858,51.21151284251469
olmo2_13B_instruct,dog,weight,weight,grams,402.40999999999997,1264.0650971721705,872.0,2504.5239068533565
olmo2_13B_instruct,dog,weight,weight,kilograms,3.2049999999999996,0.2523051619306314,80.0,0.0
olmo2_13B_instruct,dog,weight,weight,ounces,5.7625,5.54139624719448,136.15,81.90255763630597
olmo2_13B_instruct,dog,weight,weight,pounds,6.333333333333333,7.0777989583795105,106.66666666666667,59.361683970466366
olmo2_13B_instruct,donut,size,height,centimeters,4.922,1.6839789972436994,10.263,1.1157301126215633
olmo2_13B_instruct,donut,size,height,feet,1.61,1.5673981121927076,4.3,2.1299864096428314
olmo2_13B_instruct,donut,size,height,inches,2.1,0.4472135954999579,4.0,0.5619514869490163
olmo2_13B_instruct,donut,size,height,meters,0.022,0.009514531821875089,0.07475000000000001,0.03217857247168976
olmo2_13B_instruct,donut,size,height,millimeters,29.814999999999998,6.04668460702575,58.82000000000001,14.673987008882149
olmo2_13B_instruct,donut,size,length,centimeters,4.907,1.4182758250035405,10.370000000000001,1.177463822217727
olmo2_13B_instruct,donut,size,length,feet,1.315,1.3464475677246326,4.0,2.0261449005179113
olmo2_13B_instruct,donut,size,length,inches,1.9473684210526316,0.36873420275410007,3.8684210526315788,0.5735393346764044
olmo2_13B_instruct,donut,size,length,meters,0.02375,0.01190698600778021,0.16175,0.3171969129404436
olmo2_13B_instruct,donut,size,length,millimeters,32.079,6.248181124809129,57.410000000000004,9.603612258991543
olmo2_13B_instruct,donut,size,width,centimeters,4.65,1.2824729401064427,10.1,0.447213595499958
olmo2_13B_instruct,donut,size,width,feet,1.285,1.4094698518087907,3.95,2.0124611797498106
olmo2_13B_instruct,donut,size,width,inches,1.925,0.37257991018529735,3.875,0.6042611843792122
olmo2_13B_instruct,donut,size,width,meters,0.01975,0.007859791077978706,0.5865,2.21580750398965
olmo2_13B_instruct,donut,size,width,millimeters,31.0,6.195754063958045,55.029999999999994,9.137608808481689
olmo2_13B_instruct,donut,temperature,temperature,celsius,168.75,9.983539083490331,204.0,15.35543791899829
olmo2_13B_instruct,donut,temperature,temperature,fahrenheit,259.0,59.17414086717627,286.75,72.40738185688265
olmo2_13B_instruct,donut,temperature,temperature,kelvin,200.75,73.84683651421972,249.0,74.03057689758653
olmo2_13B_instruct,donut,value,monetary_value,US dollars,0.5833333333333334,0.1809367161139365,3.566666666666667,0.6778818551368738
olmo2_13B_instruct,donut,value,monetary_value,euros,0.6944444444444444,0.3038424944570928,3.611111111111111,1.0648882232913346
olmo2_13B_instruct,donut,value,monetary_value,pounds,0.165,0.1460893742308382,2.125,0.8090767968233267
olmo2_13B_instruct,donut,weight,weight,grams,30.4,1.7888543819998315,72.4,11.695253198132182
olmo2_13B_instruct,donut,weight,weight,kilograms,16.544999999999998,16.26321244242257,35.93,34.45610632613462
olmo2_13B_instruct,donut,weight,weight,ounces,1.47,0.33732695368768045,2.725,0.5954874164563805
olmo2_13B_instruct,donut,weight,weight,pounds,0.9625,0.6297190267346056,2.875,0.8866702941490235
olmo2_13B_instruct,elephant,size,height,centimeters,8157.894736842105,9277.590431277202,13094.736842105263,15832.893807380553
olmo2_13B_instruct,elephant,size,height,feet,51.714,90.01005279528796,89.913,165.4686480432567
olmo2_13B_instruct,elephant,size,height,inches,56.02,5.20097156915493,107.77000000000001,71.6433939364743
olmo2_13B_instruct,elephant,size,height,meters,618.8,1223.2854101708408,1005.3,1773.917493482775
olmo2_13B_instruct,elephant,size,height,millimeters,119500.0,140124.94424619764,184050.0,218020.15237611698
olmo2_13B_instruct,elephant,size,length,centimeters,17463.157894736843,54303.09189607608,27747.36842105263,79140.6579622008
olmo2_13B_instruct,elephant,size,length,feet,32.94210526315789,65.26329848126719,43.06842105263158,86.47909222357082
olmo2_13B_instruct,elephant,size,length,inches,58.013,4.984397867873627,117.31499999999998,90.79482523510734
olmo2_13B_instruct,elephant,size,length,meters,618.8,1223.2854101708406,1003.0,1775.2695866439997
olmo2_13B_instruct,elephant,size,length,millimeters,187350.0,142833.09177240112,292000.0,227918.7297446637
olmo2_13B_instruct,elephant,size,width,centimeters,23810.0,65712.2026639449,33940.0,87601.77479576781
olmo2_13B_instruct,elephant,size,width,feet,60.7,146.876385547776,863.55,3681.1617799276355
olmo2_13B_instruct,elephant,size,width,inches,59.015,11.553868115096892,153.10999999999999,106.68109831100402
olmo2_13B_instruct,elephant,size,width,meters,663.0,1204.5728659876431,1603.9,2007.2372712656309
olmo2_13B_instruct,elephant,size,width,millimeters,124650.0,144860.8315809204,178850.0,203321.43983047345
olmo2_13B_instruct,elephant,temperature,temperature,celsius,9.55,8.935293710013708,38.55,5.623961892511457
olmo2_13B_instruct,elephant,temperature,temperature,fahrenheit,60.0,0.0,117.3076923076923,7.250110520819842
olmo2_13B_instruct,elephant,temperature,temperature,kelvin,283.6125,7.027518746815415,317.885,6.391299596038034
olmo2_13B_instruct,elephant,value,monetary_value,US dollars,0.0,0.0,0.0,0.0
olmo2_13B_instruct,elephant,value,monetary_value,euros,0.0,0.0,642105.2631578947,1444843.6245542993
olmo2_13B_instruct,elephant,value,monetary_value,pounds,5585.0,1334.6692868509253,13200.0,3333.4035080332565
olmo2_13B_instruct,elephant,weight,weight,grams,161905.0,579150.6793981757,327150.0,1226134.766569105
olmo2_13B_instruct,elephant,weight,weight,kilograms,2795.0,738.2233294948935,6470.0,461.23404265650544
olmo2_13B_instruct,elephant,weight,weight,ounces,37517.5,89415.29551686569,212280.0,396516.5817200428
olmo2_13B_instruct,elephant,weight,weight,pounds,5790.0,760.8167356618527,13170.0,2968.0934869657353
olmo2_13B_instruct,fire hydrant,size,height,centimeters,32.57222222222222,20.692135634684572,85.41666666666667,55.33328165601178
olmo2_13B_instruct,fire hydrant,size,height,feet,0.0,0.0,4.0,0.32444284226152503
olmo2_13B_instruct,fire hydrant,size,height,inches,13.7,3.8539112053792013,30.6,9.516744246465361
olmo2_13B_instruct,fire hydrant,size,height,meters,0.39,0.2613728935327537,1.64,0.49778456553433903
olmo2_13B_instruct,fire hydrant,size,height,millimeters,287.5,132.6600324533592,600.0,281.44364678526586
olmo2_13B_instruct,fire hydrant,size,length,centimeters,35.369,31.19206813817965,82.3,64.81249879459979
olmo2_13B_instruct,fire hydrant,size,length,feet,0.3,0.9787209698591857,4.15,0.4893604849295928
olmo2_13B_instruct,fire hydrant,size,length,inches,13.2,3.6935220675065548,29.1,6.536536987539632
olmo2_13B_instruct,fire hydrant,size,length,meters,0.595,0.23277502126799557,1.52,0.35333002315562984
olmo2_13B_instruct,fire hydrant,size,length,millimeters,367.75,271.0334753067268,1902.8,2833.208885605452
olmo2_13B_instruct,fire hydrant,size,width,centimeters,31.8,21.151956485344204,77.85,46.271538370340515
olmo2_13B_instruct,fire hydrant,size,width,feet,0.3,0.7326950970650465,4.0,0.0
olmo2_13B_instruct,fire hydrant,size,width,inches,12.9,2.936162909577557,30.15,9.359908906439319
olmo2_13B_instruct,fire hydrant,size,width,meters,0.525,0.34316637057662985,1.595,0.34408536272574164
olmo2_13B_instruct,fire hydrant,size,width,millimeters,425.0,269.7464696613041,1218.0,691.5702955479005
olmo2_13B_instruct,fire hydrant,temperature,temperature,celsius,-10.9,16.055495861804488,67.25,105.49077036205085
olmo2_13B_instruct,fire hydrant,temperature,temperature,fahrenheit,27.2,8.243657849331333,108.25,15.667179909472843
olmo2_13B_instruct,fire hydrant,temperature,temperature,kelvin,281.4111111111111,16.9574168707414,557.6555555555556,70.05633634039042
olmo2_13B_instruct,fire hydrant,value,monetary_value,US dollars,0.0,0.0,2765.8823529411766,1886.6042868853333
olmo2_13B_instruct,fire hydrant,value,monetary_value,euros,0.0,0.0,4472.222222222223,4876.3300515081855
olmo2_13B_instruct,fire hydrant,value,monetary_value,pounds,134.25,92.156545873684,653.5,1032.2345459704093
olmo2_13B_instruct,fire hydrant,weight,weight,grams,1837.4,4056.587746785274,5863.4,12270.907989395508
olmo2_13B_instruct,fire hydrant,weight,weight,kilograms,72.7,44.84839960766071,170.9,71.05883403727395
olmo2_13B_instruct,fire hydrant,weight,weight,ounces,17.925,33.74294273193324,48.75,62.027901192252095
olmo2_13B_instruct,fire hydrant,weight,weight,pounds,44.5,48.63667665239345,302.5,71.58910531638176
olmo2_13B_instruct,fork,size,height,centimeters,16.435,2.364837815736387,25.180500000000002,7.780126149024631
olmo2_13B_instruct,fork,size,height,feet,9.317499999999999,3.6401010324324505,16.4,4.7506232278124925
olmo2_13B_instruct,fork,size,height,inches,6.85,0.6708203932499369,9.15,0.6708203932499368
olmo2_13B_instruct,fork,size,height,meters,0.10275000000000001,0.048814228943704734,0.2705,0.10049744694321971
olmo2_13B_instruct,fork,size,height,millimeters,118.67349999999999,73.27720218996815,159.675,102.801581367112
olmo2_13B_instruct,fork,size,length,centimeters,16.847,1.8081601582533384,24.405,6.834623541012951
olmo2_13B_instruct,fork,size,length,feet,9.837,3.369961892647265,16.9375,4.515962186919218
olmo2_13B_instruct,fork,size,length,inches,6.81,0.6812527160737744,9.0,0.3244428422615251
olmo2_13B_instruct,fork,size,length,meters,0.0965,0.05914077763225107,0.2565,0.08047719520068042
olmo2_13B_instruct,fork,size,length,millimeters,113.32526315789472,60.052240810112906,147.36052631578946,75.91014530890264
olmo2_13B_instruct,fork,size,width,centimeters,14.581999999999999,2.931627175262373,27.336000000000002,7.975239577328662
olmo2_13B_instruct,fork,size,width,feet,11.242,1.2177269592845603,17.5875,3.1594417811412585
olmo2_13B_instruct,fork,size,width,inches,6.85,0.6708203932499369,9.1,0.3077935056255463
olmo2_13B_instruct,fork,size,width,meters,0.0865,0.055561724803662234,0.2815,0.08975258389477972
olmo2_13B_instruct,fork,size,width,millimeters,134.32000000000002,56.14702045418218,178.33333333333334,79.79753792457214
olmo2_13B_instruct,fork,temperature,temperature,celsius,-15.555555555555555,8.555852638929972,259.1666666666667,86.16417298322054
olmo2_13B_instruct,fork,temperature,temperature,fahrenheit,59.26315789473684,85.90747096295794,312.8421052631579,149.75434074877234
olmo2_13B_instruct,fork,temperature,temperature,kelvin,298.945,2.1185210829603136,626.0375,173.95138225423187
olmo2_13B_instruct,fork,value,monetary_value,US dollars,1.475,1.105905201990421,29.25,13.791206198917216
olmo2_13B_instruct,fork,value,monetary_value,euros,2.4,2.291862033139728,22.0,9.090191359227175
olmo2_13B_instruct,fork,value,monetary_value,pounds,1.8655000000000002,1.201785842205805,7.2315,5.777832661401496
olmo2_13B_instruct,fork,weight,weight,grams,31.25,16.69186691333931,82.25,41.56399631259829
olmo2_13B_instruct,fork,weight,weight,kilograms,43.32,43.46390638098164,91.715,79.95797103215507
olmo2_13B_instruct,fork,weight,weight,ounces,2.0300000000000002,1.0079160366033002,8.34,3.962508509039511
olmo2_13B_instruct,fork,weight,weight,pounds,1.0074999999999998,1.4191616316833346,2.5774999999999997,2.7413248333798865
olmo2_13B_instruct,frisbee,size,height,centimeters,20.7215,1.192468801313167,28.5745,6.3584841581522955
olmo2_13B_instruct,frisbee,size,height,feet,6.0,5.982430416161188,9.5,8.107825978970144
olmo2_13B_instruct,frisbee,size,height,inches,9.625,0.7758696309371347,13.1,1.153940616915975
olmo2_13B_instruct,frisbee,size,height,meters,6.9977,4.676038641729489,9.80475,6.567691550509325
olmo2_13B_instruct,frisbee,size,height,millimeters,216.0,30.331501776206203,276.95,49.05150354474365
olmo2_13B_instruct,frisbee,size,length,centimeters,22.0775,2.6146386990014086,27.365,4.07438015951022
olmo2_13B_instruct,frisbee,size,length,feet,6.5,4.893604849295929,11.9,10.789370987957986
olmo2_13B_instruct,frisbee,size,length,inches,9.497499999999999,0.7780669366415314,12.434999999999999,1.3804175569656258
olmo2_13B_instruct,frisbee,size,length,meters,9.0292,3.0959573232472737,12.6385,4.351987174661829
olmo2_13B_instruct,frisbee,size,length,millimeters,219.7,36.673667593204286,291.75,49.50478445777262
olmo2_13B_instruct,frisbee,size,width,centimeters,20.625999999999998,1.191215213221577,28.055500000000002,6.326448637934325
olmo2_13B_instruct,frisbee,size,width,feet,7.0,5.712405705774795,10.9,7.12962684488946
olmo2_13B_instruct,frisbee,size,width,inches,9.7,0.6569466853317865,13.0,0.7947194142390261
olmo2_13B_instruct,frisbee,size,width,meters,7.3856399999999995,5.456449061470385,10.9977,8.22192950910135
olmo2_13B_instruct,frisbee,size,width,millimeters,196.0,54.61829267504472,247.75,59.900685348860215
olmo2_13B_instruct,frisbee,temperature,temperature,celsius,-3.5,4.893604849295929,28.25,2.4468024246479634
olmo2_13B_instruct,frisbee,temperature,temperature,fahrenheit,39.65,5.9760486857736375,93.0,4.412899750790438
olmo2_13B_instruct,frisbee,temperature,temperature,kelvin,284.4625,12.395159018958305,365.7125,92.30677809833217
olmo2_13B_instruct,frisbee,value,monetary_value,US dollars,2.325,1.7790816673068632,21.0,3.8388594797495723
olmo2_13B_instruct,frisbee,value,monetary_value,euros,3.3157894736842106,1.5917367027854048,20.0,2.886751345948128
olmo2_13B_instruct,frisbee,value,monetary_value,pounds,27.121111111111112,58.14057213430717,84.58333333333333,95.13456723164794
olmo2_13B_instruct,frisbee,weight,weight,grams,80.25,32.05566704147153,144.25,52.1958608965964
olmo2_13B_instruct,frisbee,weight,weight,kilograms,70.6155,60.51908811319476,103.54549999999999,71.69631418809404
olmo2_13B_instruct,frisbee,weight,weight,ounces,64.0025,64.16449353235136,103.21,94.93251287098641
olmo2_13B_instruct,frisbee,weight,weight,pounds,44.0325,68.61255116690808,92.245,95.15419881766425
olmo2_13B_instruct,giraffe,size,height,centimeters,1124884.6153846155,1996149.389385371,1540623.076923077,2467086.5226530684
olmo2_13B_instruct,giraffe,size,height,feet,1801.5,5987.235786940501,15562.3,28841.726434018077
olmo2_13B_instruct,giraffe,size,height,inches,75065.435,335394.794833919,90073.905,402474.84052246506
olmo2_13B_instruct,giraffe,size,height,meters,5315.815789473684,22929.96577456047,7442.289473684211,32101.91602507542
olmo2_13B_instruct,giraffe,size,height,millimeters,2816000.0,1990850.627802654,3501894.736842105,2394239.241149399
olmo2_13B_instruct,giraffe,size,length,centimeters,1038468.75,1978786.5007688424,1373818.75,2331577.9292770093
olmo2_13B_instruct,giraffe,size,length,feet,6251.5,11105.65492511763,26107.3,38486.36795583053
olmo2_13B_instruct,giraffe,size,length,inches,8893.78,32125.08486061452,11409.670000000002,42332.72995611017
olmo2_13B_instruct,giraffe,size,length,meters,1368.421052631579,5727.230534092658,5600.0,16718.452878979762
