model,concept,domain,ctx_true_mean,ctx_true_std,runs
meta-llama/llama-4-maverick-17b-128e-instruct,laptop,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,laptop,pattern,0.3,0.4701623459816272,20
meta-llama/llama-4-maverick-17b-128e-instruct,laptop,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,laptop,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,laptop,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,laptop,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,laptop,texture,0.35,0.48936048492959283,20
meta-llama/llama-4-maverick-17b-128e-instruct,laptop,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,laptop,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,pattern,0.1,0.3077935056255462,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,temperature,0.15,0.36634754853252327,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,texture,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,microwave,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,scenario,0.05,0.22360679774997894,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,texture,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,motorcycle,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,mouse,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,material,0.8,0.41039134083406165,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,pattern,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,temperature,0.1,0.30779350562554625,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,orange,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,colour,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,pattern,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,temperature,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,texture,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,value,0.75,0.44426165831931924,20
meta-llama/llama-4-maverick-17b-128e-instruct,oven,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,colour,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,pattern,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,scenario,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,texture,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,parking meter,weight,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,disposition,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,material,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,pattern,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,scenario,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,shape,0.05,0.22360679774997896,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,temperature,0.6,0.5026246899500346,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,texture,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,person,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,pattern,0.2,0.41039134083406165,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,temperature,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,pizza,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,temperature,0.95,0.22360679774997894,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,potted plant,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,pattern,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,temperature,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,texture,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,refrigerator,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,remote,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,material,0.95,0.22360679774997896,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,pattern,0.1,0.3077935056255462,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,temperature,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sandwich,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,colour,0.5,0.512989176042577,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,pattern,0.3,0.47016234598162726,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,scenario,0.7,0.4701623459816272,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,scissors,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,disposition,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,material,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sheep,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sink,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skateboard,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,scenario,0.4,0.5026246899500346,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,skis,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,scenario,0.05,0.22360679774997896,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,temperature,0.05,0.22360679774997896,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,snowboard,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,spoon,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,value,0.7,0.4701623459816272,20
meta-llama/llama-4-maverick-17b-128e-instruct,sports ball,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,pattern,0.95,0.22360679774997896,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,scenario,0.75,0.44426165831931924,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,texture,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,value,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,stop sign,weight,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,context,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,temperature,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,texture,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,value,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,suitcase,weight,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,colour,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,context,0.95,0.22360679774997894,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,disposition,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,function,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,location,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,material,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,pattern,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,scenario,0.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,shape,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,size,1.0,0.0,20
meta-llama/llama-4-maverick-17b-128e-instruct,surfboard,temperature,0.0,0.0,20
