model,concept,domain,dimension,measurement,avg_mean,avg_std
llava:7b,toaster,size,height,meters,0.4991871666666667,0.3990287638604884
llava:7b,toaster,size,height,millimeters,256.915625,401.83760638627393
llava:7b,toaster,size,length,centimeters,31.035000000000004,7.634911159997386
llava:7b,toaster,size,length,feet,1.8916666666666666,2.6699994492178325
llava:7b,toaster,size,length,inches,10.526315789473685,5.784254691762915
llava:7b,toaster,size,length,meters,0.415,0.17470142596811888
llava:7b,toaster,size,length,millimeters,377.75,348.7740748151415
llava:7b,toaster,size,width,centimeters,19.583333333333332,6.396805268808706
llava:7b,toaster,size,width,feet,0.9797368421052632,0.67872117021689
llava:7b,toaster,size,width,inches,6.8125,4.499177556421898
llava:7b,toaster,size,width,meters,0.33510526315789474,0.0503067200468421
llava:7b,toaster,size,width,millimeters,9868.072222222221,28306.00372628945
llava:7b,toaster,temperature,temperature,celsius,180.5,18.488972531299783
llava:7b,toaster,temperature,temperature,fahrenheit,261.275,92.26185204137875
llava:7b,toaster,temperature,temperature,kelvin,379.9475,262.28575290631323
llava:7b,toaster,value,monetary_value,US dollars,25.790588235294116,8.557551833459902
llava:7b,toaster,value,monetary_value,euros,12.698666666666666,7.536393478758038
llava:7b,toaster,value,monetary_value,pounds,5.068928571428572,13.503706639086378
llava:7b,toaster,weight,weight,grams,68587380.29555555,290990373.5802739
llava:7b,toaster,weight,weight,kilograms,0.5574250000000001,0.41858782877042283
llava:7b,toaster,weight,weight,ounces,4.75096957368421,5.144929084194403
llava:7b,toaster,weight,weight,pounds,1.5992105263157896,1.1841244575610081
llava:7b,toilet,size,height,centimeters,77.245,46.155494455384755
llava:7b,toilet,size,height,feet,3.088235294117647,1.1790527728547482
llava:7b,toilet,size,height,inches,31.775,5.970266237561639
llava:7b,toilet,size,height,meters,0.8161764705882353,0.19243123294248451
llava:7b,toilet,size,height,millimeters,666.4977222222223,480.8253057933528
llava:7b,toilet,size,length,centimeters,149.85555555555555,224.01587712172184
llava:7b,toilet,size,length,feet,5.746666666666667,2.388025683837313
llava:7b,toilet,size,length,inches,34.915,8.702103496463248
llava:7b,toilet,size,length,meters,1.31875,0.6796751675126386
llava:7b,toilet,size,length,millimeters,1062.7058823529412,580.5897610087826
llava:7b,toilet,size,width,centimeters,39.150000000000006,26.868399326214828
llava:7b,toilet,size,width,feet,4.747368421052632,9.089149111932722
llava:7b,toilet,size,width,inches,26.007894736842104,11.545372607888009
llava:7b,toilet,size,width,meters,0.6165625,0.13110706502702288
llava:7b,toilet,size,width,millimeters,343.055,206.06756550372398
llava:7b,toilet,temperature,temperature,celsius,19.880000000000003,6.136911618275621
llava:7b,toilet,temperature,temperature,fahrenheit,66.625,8.508316365087813
llava:7b,toilet,temperature,temperature,kelvin,299.1135,7.92682738353883
llava:7b,toilet,value,monetary_value,US dollars,134.89923076923077,132.7822694904167
llava:7b,toilet,value,monetary_value,euros,97.3625,106.4456347938546
llava:7b,toilet,value,monetary_value,pounds,230.6692857142857,798.1136867780978
llava:7b,toilet,weight,weight,grams,111963.47857678946,457356.9033928895
llava:7b,toilet,weight,weight,kilograms,15.188394396198948,34.823912645999165
llava:7b,toilet,weight,weight,ounces,245.23394736842104,526.2871689501923
llava:7b,toilet,weight,weight,pounds,71.84722222222223,55.082522241959374
llava:7b,toothbrush,size,height,centimeters,16.916666666666668,4.383290464265134
llava:7b,toothbrush,size,height,feet,0.4828947368421053,0.3945859848185243
llava:7b,toothbrush,size,height,inches,5.638888888888889,3.604758111961416
llava:7b,toothbrush,size,height,meters,0.2713888888888889,0.09025789122345243
llava:7b,toothbrush,size,height,millimeters,140.73333333333332,32.58224026908495
llava:7b,toothbrush,size,length,centimeters,22.055,4.251498187945663
llava:7b,toothbrush,size,length,feet,0.37552631578947365,0.32113900908780096
llava:7b,toothbrush,size,length,inches,5.8,3.096687534158157
llava:7b,toothbrush,size,length,meters,0.25882352941176473,0.06669729688499156
llava:7b,toothbrush,size,length,millimeters,2188.9166666666665,5934.165083872124
llava:7b,toothbrush,size,width,centimeters,2.1395833333333334,2.3202047719594776
llava:7b,toothbrush,size,width,feet,0.23681058823529413,0.0984204623332077
llava:7b,toothbrush,size,width,inches,0.8088235294117647,0.5898186411192552
llava:7b,toothbrush,size,width,meters,0.45499999999999996,0.5080527994793685
llava:7b,toothbrush,size,width,millimeters,9.378125,9.584170434454233
llava:7b,toothbrush,temperature,temperature,celsius,25.763157894736842,6.149454404553644
llava:7b,toothbrush,temperature,temperature,fahrenheit,49.741578947368424,27.761213202587747
llava:7b,toothbrush,temperature,temperature,kelvin,308.2779,30.27088700020116
llava:7b,toothbrush,value,monetary_value,US dollars,4.754117647058823,4.856857341460023
llava:7b,toothbrush,value,monetary_value,euros,3.0329411764705885,3.697689759677457
llava:7b,toothbrush,value,monetary_value,pounds,0.3291611111111111,0.3733668234716109
llava:7b,toothbrush,weight,weight,grams,10.18125,15.594153642981372
llava:7b,toothbrush,weight,weight,kilograms,0.119956,0.04909527658397641
llava:7b,toothbrush,weight,weight,ounces,0.7402777777777777,0.2984197213076902
llava:7b,toothbrush,weight,weight,pounds,0.16310112064285714,0.06146625739933875
llava:7b,traffic light,size,height,centimeters,226.70384615384617,389.55629485220015
llava:7b,traffic light,size,height,feet,7.921052631578948,1.0962455865201521
llava:7b,traffic light,size,height,inches,42.529411764705884,24.364722569369693
llava:7b,traffic light,size,height,meters,18.916666666666668,49.15723497105996
llava:7b,traffic light,size,height,millimeters,1175.5888888888887,1116.5623219027277
llava:7b,traffic light,size,length,centimeters,86.64999999999999,72.58307740100307
llava:7b,traffic light,size,length,feet,16.833333333333332,27.027763503479157
llava:7b,traffic light,size,length,inches,24.998805731666668,6.496625076727131
llava:7b,traffic light,size,length,meters,2.4588235294117644,0.868230113168027
llava:7b,traffic light,size,length,millimeters,1054.2058823529412,2365.9584986112363
llava:7b,traffic light,size,width,centimeters,59.15,52.20226048745399
llava:7b,traffic light,size,width,feet,12.63888888888889,7.775915976979546
llava:7b,traffic light,size,width,inches,15.939894736842106,8.075523800656573
llava:7b,traffic light,size,width,meters,3.08,2.235173371351762
llava:7b,traffic light,size,width,millimeters,383.349625,232.00838965200518
llava:7b,traffic light,temperature,temperature,celsius,20.41,7.737733926401804
llava:7b,traffic light,temperature,temperature,fahrenheit,61.05,22.674411731474336
llava:7b,traffic light,temperature,temperature,kelvin,294.45155555555556,9.74313435630278
llava:7b,traffic light,value,monetary_value,US dollars,23.650000000000002,75.20489096461746
llava:7b,traffic light,value,monetary_value,euros,79.25,344.0507892093194
llava:7b,traffic light,value,monetary_value,pounds,588235.9847776806,2425356.072385564
llava:7b,traffic light,weight,weight,grams,504.91721428571424,575.0989382048407
llava:7b,traffic light,weight,weight,kilograms,156.49638888888887,586.3278614287943
llava:7b,traffic light,weight,weight,ounces,6.865526315789474,8.008188325904797
llava:7b,traffic light,weight,weight,pounds,39.39291548126396,116.13784619699089
llava:7b,train,size,height,centimeters,1894.5,3322.1126834919646
llava:7b,train,size,height,feet,11.083333333333334,7.189657604544755
llava:7b,train,size,height,inches,28.648375,50.59178342079303
llava:7b,train,size,height,meters,2.9425,1.3358335932626073
llava:7b,train,size,height,millimeters,88334635.00878571,329909052.381557
llava:7b,train,size,length,centimeters,1333.4,2516.101961084135
llava:7b,train,size,length,feet,293.8854375,416.98942144023573
llava:7b,train,size,length,inches,3161.5127785714285,8380.877822872546
llava:7b,train,size,length,meters,283.43333333333334,434.4261598169859
llava:7b,train,size,length,millimeters,306625.00625,529707.7929497237
llava:7b,train,size,width,centimeters,537.6327777777777,910.7756066627115
llava:7b,train,size,width,feet,8.462777777777779,3.8727855996238154
llava:7b,train,size,width,inches,55.325,51.90132304029766
llava:7b,train,size,width,meters,2.8815789473684212,0.4488288854575345
llava:7b,train,size,width,millimeters,2125.205,993.0112482075249
llava:7b,train,temperature,temperature,celsius,17.063157894736843,8.110501459104034
llava:7b,train,temperature,temperature,fahrenheit,53.495000000000005,25.523188115495046
llava:7b,train,temperature,temperature,kelvin,292.875,7.14021852524383
llava:7b,train,value,monetary_value,US dollars,35.30769230769231,70.61981203999414
llava:7b,train,value,monetary_value,euros,13.583333333333334,25.6343914265489
llava:7b,train,value,monetary_value,pounds,14.041580932722223,25.457473714776782
llava:7b,train,weight,weight,grams,27663309.53846154,70897172.67374635
llava:7b,train,weight,weight,kilograms,2317.8296666666665,4810.220318085555
llava:7b,train,weight,weight,ounces,890.3424369620122,3297.179451318002
llava:7b,train,weight,weight,pounds,99975.05413583333,286586.0417533878
llava:7b,truck,size,height,centimeters,623.275,828.4033876479904
llava:7b,truck,size,height,feet,9.631578947368421,1.1406882092155046
llava:7b,truck,size,height,inches,69.875,22.458480209785645
llava:7b,truck,size,height,meters,2.799705263157895,1.1565062258917225
llava:7b,truck,size,height,millimeters,69397.55555555556,282178.0392535311
llava:7b,truck,size,length,centimeters,1975.888888888889,1849.3924563262226
llava:7b,truck,size,length,feet,17.95394736842105,5.864087164670543
llava:7b,truck,size,length,inches,95.42105263157895,119.86531135193816
llava:7b,truck,size,length,meters,7.206666666666666,3.784928130411587
llava:7b,truck,size,length,millimeters,87057.69230769231,274447.0986108205
llava:7b,truck,size,width,centimeters,848.6305555555556,1001.208502575305
llava:7b,truck,size,width,feet,7.925,0.5447114156283027
llava:7b,truck,size,width,inches,87.7578947368421,11.858954225463451
llava:7b,truck,size,width,meters,2.2840555555555557,0.9037415346424599
llava:7b,truck,size,width,millimeters,28198.42105263158,62349.7172998276
llava:7b,truck,temperature,temperature,celsius,17.6,10.848963084092414
llava:7b,truck,temperature,temperature,fahrenheit,57.025,23.01113860720499
llava:7b,truck,temperature,temperature,kelvin,291.0,10.242057256337963
llava:7b,truck,value,monetary_value,US dollars,27055.596666666665,15539.14298965377
llava:7b,truck,value,monetary_value,euros,25850.05,21950.30068185136
llava:7b,truck,value,monetary_value,pounds,3705.8896151052354,2989.863048142626
llava:7b,truck,weight,weight,grams,93089.66666666667,256025.05575254787
llava:7b,truck,weight,weight,kilograms,2827.8611111111113,2240.8983217448067
llava:7b,truck,weight,weight,ounces,2789.5140814017545,1925.8377428798094
llava:7b,truck,weight,weight,pounds,3526.342105263158,2209.9939168633696
llava:7b,umbrella,size,height,centimeters,83.97058823529412,32.737817671346896
llava:7b,umbrella,size,height,feet,3.5055555555555555,2.5599798303944
llava:7b,umbrella,size,height,inches,33.35,8.34628817593722
llava:7b,umbrella,size,height,meters,0.8647368421052631,0.3720270065025542
llava:7b,umbrella,size,height,millimeters,9292.839789473685,34236.13048936772
llava:7b,umbrella,size,length,centimeters,84.86764705882354,42.20648254850962
llava:7b,umbrella,size,length,feet,3.6710526315789473,2.4523976810388874
llava:7b,umbrella,size,length,inches,25.98,12.310996368245236
llava:7b,umbrella,size,length,meters,1.118421052631579,0.4305069770746364
llava:7b,umbrella,size,length,millimeters,1252.2182161111111,2262.618580772004
llava:7b,umbrella,size,width,centimeters,73.53333333333333,35.63469888614021
llava:7b,umbrella,size,width,feet,4.75,2.5488014612536785
llava:7b,umbrella,size,width,inches,30.235294117647058,12.594787670722688
llava:7b,umbrella,size,width,meters,1.0525,0.4455850677834469
llava:7b,umbrella,size,width,millimeters,447.75333333333333,426.8915372922784
llava:7b,umbrella,temperature,temperature,celsius,18.6678,4.197109275880749
llava:7b,umbrella,temperature,temperature,fahrenheit,65.27000000000001,15.789406841963782
llava:7b,umbrella,temperature,temperature,kelvin,292.2365,9.227419822406876
llava:7b,umbrella,value,monetary_value,US dollars,19.44,13.828993838607177
llava:7b,umbrella,value,monetary_value,euros,29.43875,17.633633724599513
llava:7b,umbrella,value,monetary_value,pounds,13.129750000000001,34.14221135173939
llava:7b,umbrella,weight,weight,grams,199.03571428571428,93.42324374869176
llava:7b,umbrella,weight,weight,kilograms,0.4995676684210526,0.38213007354413303
llava:7b,umbrella,weight,weight,ounces,5.36585,5.2266446142515
llava:7b,umbrella,weight,weight,pounds,0.6694444444444445,0.48230112905213823
llava:7b,vase,size,height,centimeters,20.675,6.704819554854396
llava:7b,vase,size,height,feet,0.5085294117647059,0.3227603828010531
llava:7b,vase,size,height,inches,6.5,4.509249752822894
llava:7b,vase,size,height,meters,0.26944444444444443,0.059751664729181364
llava:7b,vase,size,height,millimeters,192.825,81.6462644583327
llava:7b,vase,size,length,centimeters,18.39,5.695141049960691
llava:7b,vase,size,length,feet,0.4140625,0.3303998524515409
llava:7b,vase,size,length,inches,7.315789473684211,4.164034256169094
llava:7b,vase,size,length,meters,0.24394999999999997,0.10193107836593364
llava:7b,vase,size,length,millimeters,145.9973684210526,39.509669961514945
llava:7b,vase,size,width,centimeters,12.873280555555555,6.214344121114398
llava:7b,vase,size,width,feet,1.238235294117647,2.9218214252716526
llava:7b,vase,size,width,inches,2.435,2.4634752944399074
llava:7b,vase,size,width,meters,0.21525,0.06256522911919082
llava:7b,vase,size,width,millimeters,142.21588235294118,48.36894446062777
llava:7b,vase,temperature,temperature,celsius,36.6725,61.58163917024893
llava:7b,vase,temperature,temperature,fahrenheit,62.35,21.445217845036048
llava:7b,vase,temperature,temperature,kelvin,289.5515588235294,9.664798759354653
llava:7b,vase,value,monetary_value,US dollars,23.534444444444446,15.39815887474948
llava:7b,vase,value,monetary_value,euros,20.65625,17.001684965516407
llava:7b,vase,value,monetary_value,pounds,20.61,24.91427703145327
llava:7b,vase,weight,weight,grams,62.84285714285714,68.78558060306752
llava:7b,vase,weight,weight,kilograms,0.299278125,0.13997298902377558
llava:7b,vase,weight,weight,ounces,2.4266666666666667,4.262622711541849
llava:7b,vase,weight,weight,pounds,0.5647058823529412,0.41184216708374494
llava:7b,wine glass,size,height,centimeters,14.8,1.5338290579290015
llava:7b,wine glass,size,height,feet,0.4656144314,0.47897203077074896
llava:7b,wine glass,size,height,inches,5.736111111111111,3.408879217035985
llava:7b,wine glass,size,height,meters,0.25376470588235295,0.02004847067660245
llava:7b,wine glass,size,height,millimeters,148.47368421052633,20.784926218169186
llava:7b,wine glass,size,length,centimeters,18.325,3.1088794732101417
llava:7b,wine glass,size,length,feet,1.1667125,2.903204687209177
llava:7b,wine glass,size,length,inches,6.458333333333333,1.029884345305764
llava:7b,wine glass,size,length,meters,0.2616578947368421,0.02980494581980711
llava:7b,wine glass,size,length,millimeters,160.55263157894737,34.28997858819611
llava:7b,wine glass,size,width,centimeters,11.003055555555555,3.2037015075804427
llava:7b,wine glass,size,width,feet,1.0939559333333333,3.039004442621123
llava:7b,wine glass,size,width,inches,3.1544117647058822,1.0509755622053927
llava:7b,wine glass,size,width,meters,0.16005835494444443,0.04303542052484809
llava:7b,wine glass,size,width,millimeters,108.175,23.99173468787393
llava:7b,wine glass,temperature,temperature,celsius,18.55,0.809483265975732
llava:7b,wine glass,temperature,temperature,fahrenheit,67.14,2.1219157183520463
llava:7b,wine glass,temperature,temperature,kelvin,301.25552631578944,18.519065918274066
llava:7b,wine glass,value,monetary_value,US dollars,13.641705882352941,16.374824601215987
llava:7b,wine glass,value,monetary_value,euros,14.0,11.577186618518335
llava:7b,wine glass,value,monetary_value,pounds,1.1058427731092353,3.7012821702749217
llava:7b,wine glass,weight,weight,grams,59.760470903827844,65.47288276100744
llava:7b,wine glass,weight,weight,kilograms,0.1920283457857143,0.06553164886937593
llava:7b,wine glass,weight,weight,ounces,2.335277777777778,1.7947427082701546
llava:7b,wine glass,weight,weight,pounds,0.309538125,0.27832440913961654
llava:7b,zebra,size,height,centimeters,264.4,374.5213647197967
llava:7b,zebra,size,height,feet,5.425,0.6105433300714511
llava:7b,zebra,size,height,inches,50.3,9.552348843140761
llava:7b,zebra,size,height,meters,1.5994210526315789,0.32279118048489247
llava:7b,zebra,size,height,millimeters,1343.7894736842106,194.4309585966666
llava:7b,zebra,size,length,centimeters,332.5425,407.3651573074922
llava:7b,zebra,size,length,feet,6.320588235294117,1.7889468640384323
llava:7b,zebra,size,length,inches,38.78421052631579,43.6502165345004
llava:7b,zebra,size,length,meters,2.8529411764705883,0.6471622160042485
llava:7b,zebra,size,length,millimeters,18800.5,70180.5706800008
llava:7b,zebra,size,width,centimeters,210.48000000000002,289.25021512069515
llava:7b,zebra,size,width,feet,4.4174999999999995,2.0698509353904795
llava:7b,zebra,size,width,inches,49.26842105263158,22.767253594962
llava:7b,zebra,size,width,meters,2.5291111111111113,0.7540994542685364
llava:7b,zebra,size,width,millimeters,30662.42105263158,94934.88428175726
llava:7b,zebra,temperature,temperature,celsius,22.94,3.928358435784596
llava:7b,zebra,temperature,temperature,fahrenheit,69.285,4.718861927916183
llava:7b,zebra,temperature,temperature,kelvin,297.804,15.98923828869379
llava:7b,zebra,value,monetary_value,US dollars,25400.071,67152.70416803448
llava:7b,zebra,value,monetary_value,euros,1177.8688444444442,3505.494431053868
llava:7b,zebra,value,monetary_value,pounds,1042.5,713.2717427091645
llava:7b,zebra,weight,weight,grams,491.9263157894737,160.962496812509
llava:7b,zebra,weight,weight,kilograms,394.72222222222223,153.85700219419007
llava:7b,zebra,weight,weight,ounces,923.1578947368421,412.8095152808771
llava:7b,zebra,weight,weight,pounds,965.625,299.8437092886893
phi3mini_4k_instruct_fp16,TV,size,height,centimeters,77.78999999999999,13.397049950209972
phi3mini_4k_instruct_fp16,TV,size,height,feet,0.8400000000000001,0.8362825007451917
phi3mini_4k_instruct_fp16,TV,size,height,inches,30.225,7.33878485567568
phi3mini_4k_instruct_fp16,TV,size,height,meters,0.6849999999999999,0.07451598203705949
phi3mini_4k_instruct_fp16,TV,size,height,millimeters,672.2,204.17422900423475
phi3mini_4k_instruct_fp16,TV,size,length,centimeters,78.245,10.668225078043182
phi3mini_4k_instruct_fp16,TV,size,length,feet,2.305,1.3896137289871144
phi3mini_4k_instruct_fp16,TV,size,length,inches,32.867,3.4609096765841323
phi3mini_4k_instruct_fp16,TV,size,length,meters,0.635,0.1268027892769755
phi3mini_4k_instruct_fp16,TV,size,length,millimeters,804.4,112.4298143638721
phi3mini_4k_instruct_fp16,TV,size,width,centimeters,85.5,7.416198487095661
phi3mini_4k_instruct_fp16,TV,size,width,feet,3.175,1.2594380534692111
phi3mini_4k_instruct_fp16,TV,size,width,inches,35.26,4.335945231738011
phi3mini_4k_instruct_fp16,TV,size,width,meters,0.7175,0.08155559937535672
phi3mini_4k_instruct_fp16,TV,size,width,millimeters,784.6899999999999,178.00344733503871
phi3mini_4k_instruct_fp16,TV,temperature,temperature,celsius,22.91176470588235,2.032818964191468
phi3mini_4k_instruct_fp16,TV,temperature,temperature,fahrenheit,69.41176470588235,0.9393364366277223
phi3mini_4k_instruct_fp16,TV,temperature,temperature,kelvin,296.65,2.1151085576221114
phi3mini_4k_instruct_fp16,TV,value,monetary_value,US dollars,573.6836842105263,280.06324474642287
phi3mini_4k_instruct_fp16,TV,value,monetary_value,euros,462.49875,414.5269191238771
phi3mini_4k_instruct_fp16,TV,value,monetary_value,pounds,0.0,0.0
phi3mini_4k_instruct_fp16,TV,weight,weight,grams,397.15500000000003,1089.867394867255
phi3mini_4k_instruct_fp16,TV,weight,weight,kilograms,5.2,1.2814465510343749
phi3mini_4k_instruct_fp16,TV,weight,weight,ounces,8.815000000000001,4.519463754869481
phi3mini_4k_instruct_fp16,TV,weight,weight,pounds,11.615,3.026423110225215
phi3mini_4k_instruct_fp16,airplane,size,height,centimeters,47481.95,109192.34337566415
phi3mini_4k_instruct_fp16,airplane,size,height,feet,34.855000000000004,6.032410271542425
phi3mini_4k_instruct_fp16,airplane,size,height,inches,74.2295,89.61765659411682
phi3mini_4k_instruct_fp16,airplane,size,height,meters,20.869999999999997,4.353836783440797
phi3mini_4k_instruct_fp16,airplane,size,height,millimeters,886830.95,1371947.7839496539
phi3mini_4k_instruct_fp16,airplane,size,length,centimeters,12369.664999999999,48557.49693334561
phi3mini_4k_instruct_fp16,airplane,size,length,feet,195.4,45.633724832685566
phi3mini_4k_instruct_fp16,airplane,size,length,inches,194.675,14.418112694947649
phi3mini_4k_instruct_fp16,airplane,size,length,meters,57.370000000000005,19.45004667833663
phi3mini_4k_instruct_fp16,airplane,size,length,millimeters,385396.1825,901960.0032755001
phi3mini_4k_instruct_fp16,airplane,size,width,centimeters,38.915,10.268360961813979
phi3mini_4k_instruct_fp16,airplane,size,width,feet,116.3,50.85179704944452
phi3mini_4k_instruct_fp16,airplane,size,width,inches,142.92000000000002,21.054730684825355
phi3mini_4k_instruct_fp16,airplane,size,width,meters,35.44,9.910037442172614
phi3mini_4k_instruct_fp16,airplane,size,width,millimeters,26814.025,27295.81688637666
phi3mini_4k_instruct_fp16,airplane,temperature,temperature,celsius,-50.975,2.381259065461402
phi3mini_4k_instruct_fp16,airplane,temperature,temperature,fahrenheit,59.27,2.5472585883238232
phi3mini_4k_instruct_fp16,airplane,temperature,temperature,kelvin,289.85,2.5975697143777703
phi3mini_4k_instruct_fp16,airplane,value,monetary_value,US dollars,21480000.0,12769560.846424058
phi3mini_4k_instruct_fp16,airplane,value,monetary_value,euros,50209375.0,71650504.1125555
phi3mini_4k_instruct_fp16,airplane,value,monetary_value,pounds,3376666.6666666665,10720522.15323933
phi3mini_4k_instruct_fp16,airplane,weight,weight,grams,11501500.0,19872409.026084382
phi3mini_4k_instruct_fp16,airplane,weight,weight,kilograms,76000.0,24580.69417888334
phi3mini_4k_instruct_fp16,airplane,weight,weight,ounces,793233.3333333334,2275583.793750727
phi3mini_4k_instruct_fp16,airplane,weight,weight,pounds,74800.0,54533.041649801155
phi3mini_4k_instruct_fp16,apple,size,height,centimeters,7.5,0.0
phi3mini_4k_instruct_fp16,apple,size,height,feet,0.12335,0.07201043418546334
phi3mini_4k_instruct_fp16,apple,size,height,inches,3.0,0.0
phi3mini_4k_instruct_fp16,apple,size,height,meters,0.059604500000000005,0.05696123275157366
phi3mini_4k_instruct_fp16,apple,size,height,millimeters,71.95,2.742933504576134
phi3mini_4k_instruct_fp16,apple,size,length,centimeters,7.5,0.0
phi3mini_4k_instruct_fp16,apple,size,length,feet,0.14045000000000002,0.06914399543896171
phi3mini_4k_instruct_fp16,apple,size,length,inches,3.0100000000000002,0.030779350562554653
phi3mini_4k_instruct_fp16,apple,size,length,meters,0.0736,0.05011817613348843
phi3mini_4k_instruct_fp16,apple,size,length,millimeters,70.55,1.7006190823220502
phi3mini_4k_instruct_fp16,apple,size,width,centimeters,7.3,0.6366028258614133
phi3mini_4k_instruct_fp16,apple,size,width,feet,0.6855,0.9826573799223152
phi3mini_4k_instruct_fp16,apple,size,width,inches,2.96,0.16026294183720632
phi3mini_4k_instruct_fp16,apple,size,width,meters,0.08165,0.051490699211247444
phi3mini_4k_instruct_fp16,apple,size,width,millimeters,71.3,2.8302873203598033
phi3mini_4k_instruct_fp16,apple,temperature,temperature,celsius,10.125,6.016807599068673
phi3mini_4k_instruct_fp16,apple,temperature,temperature,fahrenheit,59.739999999999995,1.4379810407944225
phi3mini_4k_instruct_fp16,apple,temperature,temperature,kelvin,294.75,1.9574419397183669
phi3mini_4k_instruct_fp16,apple,value,monetary_value,US dollars,0.0,0.0
phi3mini_4k_instruct_fp16,apple,value,monetary_value,euros,0.0,0.0
phi3mini_4k_instruct_fp16,apple,value,monetary_value,pounds,0.22055555555555553,0.1931616885111971
phi3mini_4k_instruct_fp16,apple,weight,weight,grams,140.0,20.51956704170308
phi3mini_4k_instruct_fp16,apple,weight,weight,kilograms,0.133,0.03062506713204242
phi3mini_4k_instruct_fp16,apple,weight,weight,ounces,1.439,2.2777872457369908
phi3mini_4k_instruct_fp16,apple,weight,weight,pounds,0.323,0.019493588689617945
phi3mini_4k_instruct_fp16,backpack,size,height,centimeters,44.0,6.609403189873938
phi3mini_4k_instruct_fp16,backpack,size,height,feet,1.5050000000000001,0.2012461179749811
phi3mini_4k_instruct_fp16,backpack,size,height,inches,15.025,1.8881556024192947
phi3mini_4k_instruct_fp16,backpack,size,height,meters,0.44749999999999995,0.11294502621792789
phi3mini_4k_instruct_fp16,backpack,size,height,millimeters,477.5,101.9223130366302
phi3mini_4k_instruct_fp16,backpack,size,length,centimeters,46.5,6.091408963277276
phi3mini_4k_instruct_fp16,backpack,size,length,feet,2.795,4.535181189440244
phi3mini_4k_instruct_fp16,backpack,size,length,inches,17.6,1.4290224851827544
phi3mini_4k_instruct_fp16,backpack,size,length,meters,0.49749999999999994,0.011180339887498945
phi3mini_4k_instruct_fp16,backpack,size,length,millimeters,487.5,70.47769337285305
phi3mini_4k_instruct_fp16,backpack,size,width,centimeters,45.0,2.809757434745082
phi3mini_4k_instruct_fp16,backpack,size,width,feet,1.61,0.28078836383147704
phi3mini_4k_instruct_fp16,backpack,size,width,inches,13.925,1.921313969246321
phi3mini_4k_instruct_fp16,backpack,size,width,meters,0.4875,0.0455232734000163
phi3mini_4k_instruct_fp16,backpack,size,width,millimeters,455.0,48.39530207734935
phi3mini_4k_instruct_fp16,backpack,temperature,temperature,celsius,21.857142857142858,3.650229557736859
phi3mini_4k_instruct_fp16,backpack,temperature,temperature,fahrenheit,66.4,4.197743754873439
phi3mini_4k_instruct_fp16,backpack,temperature,temperature,kelvin,295.85,2.43007472269779
phi3mini_4k_instruct_fp16,backpack,value,monetary_value,US dollars,2.8947368421052633,8.710751573914626
phi3mini_4k_instruct_fp16,backpack,value,monetary_value,euros,17.805555555555557,18.500507853831287
phi3mini_4k_instruct_fp16,backpack,value,monetary_value,pounds,2.0,1.3165611772087666
phi3mini_4k_instruct_fp16,backpack,weight,weight,grams,2700.0,879.5932074125606
phi3mini_4k_instruct_fp16,backpack,weight,weight,kilograms,4.125,3.6414102242198187
phi3mini_4k_instruct_fp16,backpack,weight,weight,ounces,15.05,5.940272898214624
phi3mini_4k_instruct_fp16,backpack,weight,weight,pounds,9.75,3.024026594146497
phi3mini_4k_instruct_fp16,banana,size,height,centimeters,169.1,14.432784317583865
phi3mini_4k_instruct_fp16,banana,size,height,feet,11.184999999999999,9.04848198958198
phi3mini_4k_instruct_fp16,banana,size,height,inches,22.43,5.609493832123498
phi3mini_4k_instruct_fp16,banana,size,height,meters,2.8306,1.039084029832348
phi3mini_4k_instruct_fp16,banana,size,height,millimeters,228.0,299.95789178167206
phi3mini_4k_instruct_fp16,banana,size,length,centimeters,17.580000000000002,1.6605642668112917
phi3mini_4k_instruct_fp16,banana,size,length,feet,1.775,0.7404657140504283
phi3mini_4k_instruct_fp16,banana,size,length,inches,7.2545,0.605096556018346
phi3mini_4k_instruct_fp16,banana,size,length,meters,0.53,0.4133941664345365
phi3mini_4k_instruct_fp16,banana,size,length,millimeters,151.5,6.7082039324993685
phi3mini_4k_instruct_fp16,banana,size,width,centimeters,15.59,1.3802745722271503
phi3mini_4k_instruct_fp16,banana,size,width,feet,1.065,0.8940004709759739
phi3mini_4k_instruct_fp16,banana,size,width,inches,4.3,2.171586856122548
phi3mini_4k_instruct_fp16,banana,size,width,meters,0.145,0.10990426455975696
phi3mini_4k_instruct_fp16,banana,size,width,millimeters,81.33,70.83143147085569
phi3mini_4k_instruct_fp16,banana,temperature,temperature,celsius,27.21,0.2673456268775053
phi3mini_4k_instruct_fp16,banana,temperature,temperature,fahrenheit,75.0,1.6222142113076252
phi3mini_4k_instruct_fp16,banana,temperature,temperature,kelvin,295.3,0.67082039324994
phi3mini_4k_instruct_fp16,banana,value,monetary_value,US dollars,0.0,0.0
phi3mini_4k_instruct_fp16,banana,value,monetary_value,euros,0.0,0.0
phi3mini_4k_instruct_fp16,banana,value,monetary_value,pounds,0.0,0.0
phi3mini_4k_instruct_fp16,banana,weight,weight,grams,118.9,1.0208355710680825
phi3mini_4k_instruct_fp16,banana,weight,weight,kilograms,0.146,0.05335087430842802
phi3mini_4k_instruct_fp16,banana,weight,weight,ounces,6.4,0.3598245186344676
phi3mini_4k_instruct_fp16,banana,weight,weight,pounds,0.3175,0.0755941378958086
