client,model,emotion,definition,activity,arousal,dominance,evaluation,pleasure,potency,unpredictability,valence,activity_mean,arousal_mean,dominance_mean,evaluation_mean,pleasure_mean,potency_mean,unpredictability_mean,valence_mean
unknown,openai_gpt-5-mini,serenity,cambridge,"[0.2, 0.15, 0.2, 0.15, 0.12, 0.18, 0.15, 0.15, 0.12, 0.15, 0.12, 0.15, 0.15, 0.2, 0.2, 0.15, 0.2, 0.2, 0.15, 0.15, 0.2, 0.2, 0.15, 0.2, 0.15, 0.15, 0.15, 0.2, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.2, 0.15, 0.15, 0.2, 0.18, 0.15]","[0.15, 0.2, 0.2, 0.2, 0.2, 0.15, 0.2, 0.15, 0.18, 0.2, 0.2, 0.2, 0.18, 0.2, 0.2, 0.2, 0.18, 0.15, 0.2, 0.2, 0.15, 0.18, 0.2, 0.2, 0.2, 0.15, 0.2, 0.18, 0.2, 0.18, 0.2, 0.2, 0.2, 0.15, 0.2, 0.15, 0.18, 0.2, 0.2, 0.2]","[0.45, 0.5, 0.35, 0.4, 0.4, 0.25, 0.6, 0.4, 0.4, 0.3, 0.3, 0.4, 0.4, 0.4, 0.3, 0.45, 0.25, 0.4, 0.4, 0.3]","[0.9, 0.85, 0.9, 0.8, 0.85, 0.9, 0.9, 0.9, 0.85, 0.85, 0.85, 0.85, 0.85, 0.9, 0.85, 0.85, 0.85, 0.85, 0.9, 0.9, 0.85, 0.9, 0.9, 0.9, 0.9, 0.9, 0.8, 0.9, 0.9, 0.9, 0.9, 0.85, 0.85, 0.85, 0.9, 0.85, 0.85, 0.85, 0.85, 0.85]","[0.8, 0.7, 0.7, 0.75, 0.7, 0.8, 0.8, 0.8, 0.7, 0.8, 0.9, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.25, 0.4, 0.2, 0.25, 0.35, 0.35, 0.35, 0.25, 0.25, 0.55, 0.3, 0.3, 0.3, 0.35, 0.25, 0.3, 0.25, 0.3, 0.35, 0.25, 0.45, 0.6, 0.2, 0.25, 0.35, 0.3, 0.35, 0.6, 0.35, 0.25, 0.35, 0.25, 0.35, 0.25, 0.35, 0.3, 0.35, 0.3, 0.25, 0.25]","[0.2, 0.15, 0.2, 0.15, 0.2, 0.2, 0.25, 0.2, 0.15, 0.15, 0.15, 0.15, 0.15, 0.18, 0.15, 0.2, 0.15, 0.2, 0.2, 0.15]","[0.85, 0.8, 0.75, 0.85, 0.85, 0.85, 0.8, 0.85, 0.85, 0.85, 0.85, 0.8, 0.85, 0.85, 0.85, 0.85, 0.8, 0.85, 0.85, 0.8]",0.1643,0.1865,0.3825,0.87,0.7825,0.3212,0.1765,0.8325
unknown,openai_gpt-5-mini,submission,cambridge,"[0.2, 0.2, 0.25, 0.35, 0.25, 0.25, 0.3, 0.2, 0.25, 0.35, 0.25, 0.25, 0.25, 0.3, 0.25, 0.3, 0.25, 0.25, 0.2, 0.25, 0.3, 0.3, 0.3, 0.35, 0.2, 0.25, 0.3, 0.35, 0.3, 0.3, 0.3, 0.2, 0.25, 0.35, 0.25, 0.25, 0.2, 0.25, 0.25, 0.3]","[0.35, 0.35, 0.3, 0.35, 0.5, 0.35, 0.4, 0.35, 0.35, 0.3, 0.35, 0.35, 0.35, 0.35, 0.35, 0.4, 0.3, 0.3, 0.35, 0.35, 0.35, 0.3, 0.35, 0.35, 0.35, 0.3, 0.4, 0.45, 0.35, 0.35, 0.25, 0.3, 0.35, 0.35, 0.3, 0.3, 0.35, 0.45, 0.4, 0.35]","[-0.75, -0.7, -0.8, -0.8, -0.75, -0.7, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.9, -0.7, -0.8, -0.75, -0.8, -0.8, -0.8]","[-0.3, -0.4, -0.3, -0.3, -0.4, -0.25, -0.3, -0.4, -0.2, -0.2, -0.3, -0.2, -0.3, -0.3, -0.3, -0.25, -0.25, -0.4, -0.2, -0.3, -0.25, -0.2, -0.2, -0.2, -0.2, -0.3, -0.25, -0.25, -0.2, -0.3, -0.2, -0.2, -0.3, -0.2, -0.3, -0.3, -0.25, -0.2, -0.2, -0.2]","[-0.1, -0.1, -0.2, -0.1, -0.2, -0.2, -0.1, -0.1, -0.25, -0.2, -0.2, -0.25, -0.2, -0.2, -0.2, -0.2, -0.25, -0.1, -0.2, -0.2]","[0.2, 0.2, 0.15, 0.18, 0.15, 0.15, 0.18, 0.15, 0.2, 0.2, 0.15, 0.15, 0.15, 0.15, 0.18, 0.15, 0.2, 0.2, 0.15, 0.15, 0.15, 0.2, 0.15, 0.2, 0.2, 0.2, 0.2, 0.15, 0.2, 0.2, 0.2, 0.2, 0.15, 0.2, 0.2, 0.15, 0.2, 0.15, 0.2, 0.15]","[0.25, 0.2, 0.2, 0.3, 0.25, 0.2, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2, 0.2, 0.25, 0.25, 0.2, 0.2, 0.2, 0.25]","[-0.2, -0.2, -0.1, -0.2, -0.15, -0.15, -0.15, -0.25, -0.25, -0.2, -0.2, -0.2, -0.3, -0.2, -0.25, -0.3, -0.2, -0.25, -0.3, -0.15]",0.2675,0.35,-0.7825,-0.2637,-0.1775,0.176,0.2325,-0.21
unknown,openai_gpt-5-mini,surprise,cambridge,"[0.6, 0.7, 0.65, 0.7, 0.7, 0.6, 0.65, 0.65, 0.65, 0.6, 0.65, 0.65, 0.6, 0.6, 0.7, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.7, 0.7, 0.65, 0.7, 0.7, 0.65, 0.7, 0.6, 0.65, 0.7, 0.7, 0.75, 0.75, 0.6, 0.7, 0.65, 0.6]","[0.75, 0.7, 0.8, 0.7, 0.75, 0.8, 0.8, 0.8, 0.75, 0.8, 0.7, 0.7, 0.75, 0.8, 0.75, 0.8, 0.8, 0.75, 0.8, 0.75, 0.7, 0.8, 0.8, 0.8, 0.75, 0.8, 0.75, 0.8, 0.8, 0.7, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.75, 0.8, 0.7]","[-0.4, -0.4, -0.4, -0.6, -0.5, -0.4, -0.4, -0.3, -0.4, -0.4, -0.45, -0.6, -0.4, -0.4, -0.5, -0.45, -0.5, -0.45, -0.35, -0.45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.05, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.05, 0.0, 0.0, 0.05, 0.0]","[0.65, 0.4, 0.6, 0.35, 0.65, 0.5, 0.65, 0.35, 0.4, 0.4, 0.3, 0.35, 0.4, 0.35, 0.35, 0.45, 0.45, 0.35, 0.45, 0.35, 0.35, 0.45, 0.6, 0.35, 0.55, 0.3, 0.35, 0.6, 0.35, 0.4, 0.45, 0.6, 0.4, 0.5, 0.35, 0.35, 0.35, 0.4, 0.35, 0.4]","[0.5, 0.7, 0.5, 0.4, 0.5, 0.5, 0.35, 0.5, 0.7, 0.5, 0.45, 0.5, 0.5, 0.5, 0.4, 0.4, 0.35, 0.4, 0.5, 0.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.66,0.77,-0.4375,0.0,0.0175,0.43,0.4875,0.0
unknown,openai_gpt-5-mini,terror,cambridge,"[0.95, 0.92, 0.95, 0.9, 0.95, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.9, 0.9, 0.9, 0.9, 0.95, 0.9, 0.95, 0.95, 0.9, 0.92, 0.9, 0.95, 0.9, 0.95, 0.95, 0.95, 0.9, 0.9, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.9, 0.95, 0.95, 0.95]","[0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.92, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95]","[-0.9, -0.95, -0.9, -0.95, -0.95, -0.95, -0.95, -0.9, -0.9, -0.9, -0.95, -0.9, -0.95, -0.95, -0.9, -0.9, -0.9, -0.9, -0.9, -0.95]","[-0.98, -0.95, -0.95, -0.98, -0.98, -0.95, -0.95, -0.95, -0.95, -0.98, -0.95, -0.98, -0.95, -0.95, -0.98, -0.98, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.98, -0.95, -0.95, -0.98, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.98]","[-0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95]","[0.95, 0.92, 0.95, 0.95, 0.92, 0.95, 0.15, 0.95, 0.95, 0.9, 0.95, 0.95, 0.92, 0.95, 0.92, 0.95, 0.95, 0.92, 0.92, 0.92, 0.95, 0.95, 0.9, 0.95, 0.9, 0.92, 0.9, 0.9, 0.9, 0.95, 0.95, 0.95, 0.95, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95]","[0.8, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.8, 0.85, 0.85, 0.85, 0.8, 0.8, 0.85, 0.9, 0.85, 0.85, 0.85, 0.85, 0.85]","[-0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95, -0.95]",0.931,0.9493,-0.9225,-0.9575,-0.95,0.9153,0.8425,-0.95
unknown,openai_gpt-5-mini,trust,cambridge,"[0.2, 0.2, 0.3, 0.25, 0.25, 0.25, 0.3, 0.25, 0.25, 0.2, 0.25, 0.25, 0.25, 0.2, 0.3, 0.25, 0.25, 0.3, 0.3, 0.25, 0.25, 0.3, 0.3, 0.2, 0.2, 0.25, 0.2, 0.2, 0.25, 0.2, 0.2, 0.2, 0.2, 0.2, 0.25, 0.2, 0.25, 0.25, 0.2, 0.2]","[0.25, 0.2, 0.25, 0.3, 0.25, 0.2, 0.3, 0.25, 0.25, 0.25, 0.35, 0.3, 0.3, 0.25, 0.25, 0.3, 0.25, 0.25, 0.3, 0.25, 0.3, 0.25, 0.3, 0.25, 0.25, 0.25, 0.3, 0.3, 0.3, 0.35, 0.25, 0.35, 0.28, 0.3, 0.2, 0.25, 0.3, 0.3, 0.25, 0.25]","[0.3, 0.4, -0.3, 0.45, 0.2, 0.4, -0.3, 0.4, 0.2, 0.25, 0.35, 0.4, -0.3, 0.5, -0.2, 0.2, 0.6, 0.2, 0.2, -0.3]","[0.7, 0.7, 0.8, 0.8, 0.75, 0.75, 0.8, 0.75, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7, 0.8, 0.8, 0.7, 0.8, 0.75, 0.8, 0.8, 0.8, 0.8, 0.7, 0.8, 0.8, 0.7, 0.7, 0.8, 0.8, 0.8, 0.8, 0.7, 0.8, 0.8, 0.8, 0.8]","[0.7, 0.7, 0.7, 0.75, 0.75, 0.75, 0.7, 0.7, 0.8, 0.7, 0.7, 0.7, 0.75, 0.75, 0.7, 0.7, 0.7, 0.8, 0.8, 0.7]","[0.55, 0.5, 0.5, 0.6, 0.45, 0.4, 0.6, 0.6, 0.45, 0.6, 0.5, 0.6, 0.5, 0.6, 0.45, 0.6, 0.5, 0.5, 0.5, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.55, 0.65, 0.5, 0.6, 0.6, 0.65, 0.6, 0.65, 0.6, 0.45, 0.6, 0.5, 0.65, 0.65, 0.6]","[0.25, 0.25, 0.3, 0.3, 0.25, 0.3, 0.2, 0.3, 0.2, 0.25, 0.2, 0.25, 0.2, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.25]","[0.8, 0.8, 0.8, 0.8, 0.8, 0.7, 0.8, 0.8, 0.8, 0.8, 0.75, 0.8, 0.8, 0.8, 0.75, 0.8, 0.8, 0.8, 0.75, 0.75]",0.2387,0.272,0.1825,0.775,0.7275,0.5613,0.2575,0.785
unknown,openai_gpt-5-mini,vigilance,cambridge,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.65, 0.7, 0.7, 0.7, 0.7, 0.65, 0.7, 0.65, 0.75, 0.72, 0.7, 0.65, 0.75, 0.75, 0.7, 0.7, 0.7, 0.7, 0.7, 0.65, 0.7, 0.7, 0.7, 0.65, 0.75, 0.7, 0.7, 0.7, 0.7, 0.7, 0.75, 0.7, 0.65, 0.65, 0.7]","[0.7, 0.75, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.65, 0.75, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.65, 0.7, 0.75, 0.7, 0.7, 0.7, 0.75, 0.8, 0.7, 0.7, 0.75, 0.7, 0.75, 0.75, 0.7, 0.7, 0.7, 0.75]","[0.3, 0.35, 0.2, 0.2, -0.4, 0.2, 0.3, 0.2, 0.35, -0.3, 0.2, 0.25, 0.3, -0.3, 0.25, -0.3, -0.3, 0.25, -0.3, 0.25]","[-0.2, -0.4, -0.2, -0.3, -0.25, -0.3, -0.2, -0.3, -0.3, -0.25, -0.25, -0.4, -0.25, -0.2, -0.3, -0.3, -0.1, -0.2, -0.2, -0.3, -0.3, -0.3, -0.2, -0.2, -0.2, -0.2, -0.35, -0.25, -0.2, -0.25, -0.25, -0.2, -0.25, -0.3, -0.2, -0.25, -0.15, -0.3, -0.25, -0.3]","[-0.3, -0.25, -0.3, -0.25, -0.25, -0.2, -0.25, -0.3, -0.3, -0.3, -0.2, -0.4, -0.3, -0.3, -0.25, -0.4, -0.2, -0.25, -0.25, -0.3]","[0.6, 0.6, 0.65, 0.6, 0.6, 0.6, 0.65, 0.65, 0.7, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.6, 0.6, 0.6, 0.6, 0.6, 0.55, 0.65, 0.65, 0.6, 0.6, 0.6, 0.6, 0.65, 0.65, 0.7, 0.65, 0.65, 0.65, 0.65, 0.6, 0.6, 0.65, 0.65]","[0.25, 0.25, 0.3, 0.25, 0.3, 0.25, 0.3, 0.25, 0.2, 0.3, 0.3, 0.25, 0.2, 0.25, 0.3, 0.25, 0.2, 0.3, 0.3, 0.25]","[-0.25, -0.3, -0.25, -0.3, -0.3, -0.25, -0.25, -0.35, -0.3, -0.25, -0.3, -0.25, -0.35, -0.2, -0.3, -0.2, -0.25, -0.3, -0.25, -0.3]",0.6967,0.71,0.085,-0.2525,-0.2775,0.63,0.2625,-0.275
unknown,openai_gpt-5-nano,acceptance,cambridge,"[0.27, 0.28, 0.34, 0.28, 0.28, 0.3, 0.23, 0.34, 0.3, 0.31, 0.3, 0.32, 0.22, 0.28, 0.32, 0.3, 0.3, 0.28, 0.3, 0.28, 0.27, 0.33, 0.3, 0.33, 0.32, 0.28, 0.34, 0.3, 0.28, 0.3, 0.31, 0.32, 0.28, 0.32, 0.3, 0.27, 0.31, 0.34, 0.3, 0.25]","[0.34, 0.3, 0.27, 0.3, 0.28, 0.28, 0.3, 0.28, 0.3, 0.26, 0.3, 0.3, 0.28, 0.29, 0.28, 0.3, 0.32, 0.28, 0.28, 0.26, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.27, 0.3, 0.28, 0.29, 0.27, 0.28, 0.29, 0.28, 0.29, 0.26, 0.22, 0.31, 0.28, 0.29]","[0.25, 0.2, 0.34, 0.2, 0.28, 0.42, 0.25, 0.3, 0.2, 0.22, 0.3, 0.36, 0.38, 0.3, 0.36, 0.28, 0.22, 0.34, 0.3, 0.32]","[0.64, 0.5, 0.6, 0.7, 0.65, 0.7, 0.7, 0.55, 0.66, 0.6, 0.66, 0.6, 0.65, 0.55, 0.7, 0.65, 0.66, 0.68, 0.5, 0.66, 0.6, 0.6, 0.7, 0.7, 0.66, 0.7, 0.6, 0.7, 0.6, 0.6, 0.6, 0.65, 0.6, 0.7, 0.7, 0.7, 0.7, 0.62, 0.6, 0.7]","[0.62, 0.65, 0.63, 0.66, 0.62, 0.7, 0.6, 0.66, 0.7, 0.65, 0.6, 0.66, 0.73, 0.7, 0.6, 0.65, 0.6, 0.72, 0.7, 0.62]","[0.43, 0.4, 0.55, 0.43, 0.55, 0.4, 0.48, 0.42, 0.36, 0.4, 0.57, 0.44, 0.43, 0.42, 0.47, 0.35, 0.44, 0.42, 0.45, 0.4, 0.4, 0.42, 0.4, 0.45, 0.4, 0.48, 0.5, 0.55, 0.4, 0.48, 0.4, 0.42, 0.43, 0.4, 0.44, 0.46, 0.44, 0.37, 0.47, 0.43]","[0.27, 0.27, 0.29, 0.27, 0.28, 0.28, 0.32, 0.22, 0.27, 0.22, 0.28, 0.27, 0.3, 0.3, 0.3, 0.27, 0.35, 0.26, 0.24, 0.22]","[0.62, 0.7, 0.72, 0.7, 0.7, 0.78, 0.75, 0.7, 0.7, 0.7, 0.66, 0.74, 0.75, 0.7, 0.73, 0.65, 0.7, 0.7, 0.7, 0.73]",0.297,0.2877,0.291,0.641,0.6535,0.4388,0.274,0.7065
unknown,openai_gpt-5-nano,admiration,cambridge,"[0.44, 0.55, 0.43, 0.46, 0.46, 0.56, 0.47, 0.55, 0.48, 0.46, 0.46, 0.44, 0.45, 0.58, 0.44, 0.57, 0.6, 0.45, 0.42, 0.44, 0.46, 0.45, 0.47, 0.46, 0.58, 0.47, 0.45, 0.44, 0.58, 0.42, 0.48, 0.54, 0.55, 0.48, 0.54, 0.38, 0.44, 0.41, 0.6, 0.55]","[0.48, 0.5, 0.6, 0.55, 0.56, 0.55, 0.56, 0.55, 0.57, 0.55, 0.56, 0.56, 0.56, 0.58, 0.6, 0.6, 0.56, 0.55, 0.55, 0.55, 0.56, 0.55, 0.55, 0.62, 0.55, 0.6, 0.5, 0.55, 0.58, 0.55, 0.55, 0.55, 0.6, 0.45, 0.62, 0.56, 0.6, 0.52, 0.57, 0.42]","[-0.15, -0.2, -0.15, -0.3, -0.15, -0.23, -0.2, 0.12, -0.22, -0.25, -0.15, -0.2, -0.3, -0.2, -0.2, -0.2, -0.25, -0.25, -0.25, -0.1]","[0.75, 0.78, 0.78, 0.7, 0.75, 0.75, 0.7, 0.8, 0.72, 0.7, 0.75, 0.78, 0.7, 0.83, 0.75, 0.75, 0.75, 0.8, 0.8, 0.8, 0.75, 0.8, 0.75, 0.8, 0.7, 0.78, 0.75, 0.8, 0.72, 0.8, 0.75, 0.75, 0.7, 0.75, 0.7, 0.78, 0.75, 0.73, 0.75, 0.7]","[0.7, 0.7, 0.7, 0.68, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.65, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.74]","[0.43, 0.64, 0.56, 0.44, 0.42, 0.54, 0.48, 0.41, 0.41, 0.43, 0.32, 0.4, 0.42, 0.42, 0.56, 0.4, 0.4, 0.44, 0.4, 0.34, 0.48, 0.36, 0.42, 0.58, 0.4, 0.6, 0.37, 0.38, 0.45, 0.4, 0.38, 0.45, 0.45, 0.44, 0.33, 0.58, 0.57, 0.38, 0.4, 0.43]","[0.35, 0.4, 0.31, 0.34, 0.33, 0.31, 0.35, 0.32, 0.32, 0.34, 0.47, 0.37, 0.34, 0.37, 0.4, 0.35, 0.39, 0.4, 0.36, 0.41]","[0.78, 0.78, 0.79, 0.74, 0.7, 0.78, 0.7, 0.75, 0.75, 0.78, 0.7, 0.78, 0.73, 0.75, 0.75, 0.78, 0.75, 0.73, 0.75, 0.75]",0.4865,0.5548,-0.1915,0.7538,0.6985,0.4427,0.3615,0.751
unknown,openai_gpt-5-nano,aggressiveness,cambridge,"[0.82, 0.82, 0.82, 0.78, 0.78, 0.78, 0.8, 0.78, 0.78, 0.8, 0.78, 0.77, 0.78, 0.78, 0.73, 0.8, 0.78, 0.76, 0.8, 0.86, 0.78, 0.83, 0.84, 0.82, 0.75, 0.78, 0.82, 0.82, 0.74, 0.82, 0.78, 0.8, 0.78, 0.74, 0.8, 0.78, 0.72, 0.82, 0.8, 0.74]","[0.82, 0.86, 0.82, 0.85, 0.82, 0.85, 0.82, 0.86, 0.8, 0.85, 0.85, 0.82, 0.82, 0.82, 0.87, 0.86, 0.78, 0.82, 0.84, 0.82, 0.86, 0.86, 0.82, 0.82, 0.86, 0.84, 0.82, 0.85, 0.82, 0.83, 0.82, 0.86, 0.82, 0.86, 0.84, 0.8, 0.82, 0.85, 0.86, 0.82]","[0.6, 0.66, 0.7, 0.45, 0.72, 0.66, 0.66, 0.68, 0.7, 0.46, 0.7, 0.7, 0.8, 0.7, 0.68, 0.7, 0.62, 0.6, 0.7, 0.62]","[-0.8, -0.8, -0.75, -0.8, -0.8, -0.78, -0.8, -0.8, -0.7, -0.8, -0.82, -0.8, -0.8, -0.8, -0.78, -0.78, -0.8, -0.8, -0.8, -0.7, -0.8, -0.8, -0.8, -0.8, -0.78, -0.8, -0.8, -0.78, -0.85, -0.8, -0.8, -0.75, -0.8, -0.78, -0.8, -0.8, -0.8, -0.8, -0.8, -0.85]","[-0.75, -0.72, -0.7, -0.7, -0.7, -0.7, -0.7, -0.7, -0.7, -0.8, -0.7, -0.75, -0.7, -0.7, -0.7, -0.7, -0.7, -0.7, -0.7, -0.7]","[0.82, 0.88, 0.88, 0.9, 0.88, 0.89, 0.85, 0.85, 0.88, 0.88, 0.9, 0.87, 0.85, 0.88, 0.86, 0.84, 0.85, 0.87, 0.86, 0.8, 0.85, 0.86, 0.88, 0.82, 0.86, 0.85, 0.85, 0.86, 0.86, 0.87, 0.82, 0.87, 0.91, 0.88, 0.87, 0.86, 0.88, 0.83, 0.88, 0.86]","[0.43, 0.67, 0.62, 0.7, 0.63, 0.68, 0.6, 0.6, 0.64, 0.61, 0.66, 0.58, 0.7, 0.65, 0.57, 0.65, 0.61, 0.66, 0.66, 0.62]","[-0.78, -0.76, -0.7, -0.73, -0.8, -0.75, -0.78, -0.8, -0.8, -0.75, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.75, -0.78, -0.78, -0.75]",0.789,0.8345,0.6555,-0.7925,-0.711,0.8628,0.627,-0.7755
unknown,openai_gpt-5-nano,amazement,cambridge,"[0.88, 0.86, 0.84, 0.89, 0.82, 0.86, 0.86, 0.86, 0.9, 0.85, 0.84, 0.88, 0.86, 0.86, 0.87, 0.88, 0.78, 0.86, 0.83, 0.88, 0.88, 0.9, 0.86, 0.85, 0.88, 0.86, 0.87, 0.9, 0.87, 0.86, 0.88, 0.9, 0.86, 0.88, 0.88, 0.85, 0.83, 0.86, 0.86, 0.82]","[0.9, 0.9, 0.92, 0.9, 0.86, 0.88, 0.82, 0.88, 0.91, 0.88, 0.9, 0.88, 0.88, 0.86, 0.9, 0.9, 0.9, 0.9, 0.88, 0.87, 0.88, 0.9, 0.9, 0.92, 0.88, 0.88, 0.86, 0.9, 0.9, 0.9, 0.88, 0.9, 0.9, 0.9, 0.9, 0.88, 0.92, 0.88, 0.9, 0.9]","[-0.4, -0.55, -0.45, -0.5, -0.42, -0.4, -0.55, -0.6, -0.6, -0.4, -0.6, -0.4, -0.5, -0.6, -0.6, -0.5, -0.2, -0.5, -0.6, -0.5]","[0.5, 0.6, 0.6, 0.6, 0.7, 0.6, 0.7, 0.6, 0.5, 0.7, 0.6, 0.6, 0.6, 0.65, 0.6, 0.6, 0.5, 0.6, 0.6, 0.6, 0.6, 0.6, 0.65, 0.6, 0.6, 0.6, 0.6, 0.55, 0.5, 0.6, 0.6, 0.6, 0.5, 0.45, 0.5, 0.6, 0.6, 0.7, 0.6, 0.65]","[0.4, 0.6, 0.4, 0.4, 0.6, 0.6, 0.68, 0.4, 0.6, 0.5, 0.3, 0.55, 0.5, 0.6, 0.3, 0.3, 0.4, 0.65, 0.4, 0.6]","[0.28, 0.3, 0.33, 0.33, 0.2, 0.29, 0.35, 0.32, 0.28, 0.35, 0.3, 0.28, 0.35, 0.33, 0.32, 0.28, 0.36, 0.3, 0.33, 0.33, 0.29, 0.3, 0.32, 0.28, 0.25, 0.35, 0.27, 0.34, 0.27, 0.3, 0.28, 0.26, 0.25, 0.29, 0.28, 0.34, 0.35, 0.3, 0.32, 0.3]","[0.91, 0.92, 0.92, 0.96, 0.92, 0.93, 0.9, 0.95, 0.94, 0.92, 0.93, 0.9, 0.93, 0.92, 0.93, 0.92, 0.93, 0.93, 0.94, 0.95]","[0.65, 0.6, 0.5, 0.6, 0.5, 0.5, 0.6, 0.4, 0.6, 0.5, 0.6, 0.6, 0.6, 0.7, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6]",0.8627,0.89,-0.4935,0.5938,0.489,0.3037,0.9275,0.5675
