model,emotion,definition_1,definition_2,dimension,mean_def1,mean_def2,diff,t_stat,p_val,significant
groq_llama-4-scout-17b-16e-instruct,fear,cambridge,sentiwordnet,activity,0.7,0.705,-0.0050000000000000044,-1.4327,0.1599,False
groq_llama-4-scout-17b-16e-instruct,fear,cambridge,sentiwordnet,arousal,0.7050000000000001,0.775,-0.06999999999999995,-9.0177,0.0,True
groq_llama-4-scout-17b-16e-instruct,fear,cambridge,sentiwordnet,dominance,-0.6449999999999998,-0.6949999999999998,0.050000000000000044,4.0127,0.0005,True
groq_llama-4-scout-17b-16e-instruct,fear,cambridge,sentiwordnet,evaluation,-0.8,-0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,fear,cambridge,sentiwordnet,pleasure,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,fear,cambridge,sentiwordnet,potency,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,fear,cambridge,sentiwordnet,unpredictability,0.6999999999999998,0.6999999999999998,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,fear,cambridge,sentiwordnet,valence,-0.7950000000000002,-0.8000000000000002,0.0050000000000000044,1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,grief,cambridge,sentiwordnet,activity,0.6,0.6975,-0.09750000000000003,-39.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,grief,cambridge,sentiwordnet,arousal,0.6849999999999999,0.7,-0.015000000000000013,-2.6234,0.0124,True
groq_llama-4-scout-17b-16e-instruct,grief,cambridge,sentiwordnet,dominance,-0.6999999999999998,-0.7099999999999997,0.009999999999999898,1.453,0.1625,False
groq_llama-4-scout-17b-16e-instruct,grief,cambridge,sentiwordnet,evaluation,-0.8,-0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,grief,cambridge,sentiwordnet,pleasure,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,grief,cambridge,sentiwordnet,potency,0.8,0.8025,-0.0024999999999999467,-1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,grief,cambridge,sentiwordnet,unpredictability,0.6999999999999998,0.6999999999999998,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,grief,cambridge,sentiwordnet,valence,-0.805,-0.8000000000000002,-0.004999999999999893,-1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,interest,cambridge,sentiwordnet,activity,0.6375,0.6900000000000001,-0.0525000000000001,-5.0329,0.0,True
groq_llama-4-scout-17b-16e-instruct,interest,cambridge,sentiwordnet,arousal,0.5925,0.7,-0.10749999999999993,-14.3333,0.0,True
groq_llama-4-scout-17b-16e-instruct,interest,cambridge,sentiwordnet,dominance,0.0,0.45499999999999996,-0.45499999999999996,-18.5145,0.0,True
groq_llama-4-scout-17b-16e-instruct,interest,cambridge,sentiwordnet,evaluation,0.7949999999999999,0.8,-0.0050000000000001155,-1.4327,0.1599,False
groq_llama-4-scout-17b-16e-instruct,interest,cambridge,sentiwordnet,pleasure,0.765,0.7550000000000001,0.009999999999999898,0.3717,0.7131,False
groq_llama-4-scout-17b-16e-instruct,interest,cambridge,sentiwordnet,potency,0.6,0.7,-0.09999999999999998,-inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,interest,cambridge,sentiwordnet,unpredictability,0.5,0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,interest,cambridge,sentiwordnet,valence,0.7750000000000001,0.8000000000000002,-0.025000000000000022,-2.5166,0.021,True
groq_llama-4-scout-17b-16e-instruct,joy,cambridge,sentiwordnet,activity,0.7025,0.7075000000000001,-0.0050000000000001155,-1.0198,0.3117,False
groq_llama-4-scout-17b-16e-instruct,joy,cambridge,sentiwordnet,arousal,0.7224999999999999,0.745,-0.022500000000000075,-2.1633,0.0337,True
groq_llama-4-scout-17b-16e-instruct,joy,cambridge,sentiwordnet,dominance,0.59,0.5,0.08999999999999997,13.0767,0.0,True
groq_llama-4-scout-17b-16e-instruct,joy,cambridge,sentiwordnet,evaluation,0.8025,0.8,0.0024999999999999467,1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,joy,cambridge,sentiwordnet,pleasure,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,joy,cambridge,sentiwordnet,potency,0.6375,0.6,0.03749999999999998,4.8374,0.0,True
groq_llama-4-scout-17b-16e-instruct,joy,cambridge,sentiwordnet,unpredictability,0.465,0.29500000000000004,0.16999999999999998,8.4173,0.0,True
groq_llama-4-scout-17b-16e-instruct,joy,cambridge,sentiwordnet,valence,0.8100000000000002,0.8000000000000002,0.010000000000000009,1.453,0.1625,False
groq_llama-4-scout-17b-16e-instruct,loathing,cambridge,sentiwordnet,activity,0.7,0.8,-0.10000000000000009,-inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,loathing,cambridge,sentiwordnet,arousal,0.69,0.7050000000000001,-0.015000000000000124,-2.5262,0.0138,True
groq_llama-4-scout-17b-16e-instruct,loathing,cambridge,sentiwordnet,dominance,-0.6599999999999998,-0.6999999999999998,0.040000000000000036,3.559,0.0021,True
groq_llama-4-scout-17b-16e-instruct,loathing,cambridge,sentiwordnet,evaluation,-0.8,-0.805,0.0050000000000000044,1.4327,0.1599,False
groq_llama-4-scout-17b-16e-instruct,loathing,cambridge,sentiwordnet,pleasure,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,loathing,cambridge,sentiwordnet,potency,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,loathing,cambridge,sentiwordnet,unpredictability,0.6999999999999998,0.6999999999999998,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,loathing,cambridge,sentiwordnet,valence,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,love,cambridge,sentiwordnet,activity,0.51,0.665,-0.15500000000000003,-14.9808,0.0,True
groq_llama-4-scout-17b-16e-instruct,love,cambridge,sentiwordnet,arousal,0.2,0.2,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,love,cambridge,sentiwordnet,dominance,0.0,-0.5,0.5,inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,love,cambridge,sentiwordnet,evaluation,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,love,cambridge,sentiwordnet,pleasure,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,love,cambridge,sentiwordnet,potency,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,love,cambridge,sentiwordnet,unpredictability,0.5,0.475,0.025000000000000022,2.5166,0.021,True
groq_llama-4-scout-17b-16e-instruct,love,cambridge,sentiwordnet,valence,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,optimism,cambridge,sentiwordnet,activity,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,optimism,cambridge,sentiwordnet,arousal,0.555,0.5599999999999999,-0.004999999999999893,-0.27,0.7879,False
groq_llama-4-scout-17b-16e-instruct,optimism,cambridge,sentiwordnet,dominance,0.51,0.505,0.0050000000000000044,0.5878,0.5605,False
groq_llama-4-scout-17b-16e-instruct,optimism,cambridge,sentiwordnet,evaluation,0.7975,0.8,-0.0025000000000000577,-1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,optimism,cambridge,sentiwordnet,pleasure,0.7950000000000002,0.8000000000000002,-0.0050000000000000044,-1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,optimism,cambridge,sentiwordnet,potency,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,optimism,cambridge,sentiwordnet,unpredictability,0.37000000000000005,0.37500000000000006,-0.0050000000000000044,-0.3457,0.7315,False
groq_llama-4-scout-17b-16e-instruct,optimism,cambridge,sentiwordnet,valence,0.775,0.8000000000000002,-0.025000000000000133,-2.5166,0.021,True
groq_llama-4-scout-17b-16e-instruct,pensiveness,cambridge,sentiwordnet,activity,0.2,0.2,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,pensiveness,cambridge,sentiwordnet,arousal,0.2,0.2,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,pensiveness,cambridge,sentiwordnet,dominance,-0.275,-0.36500000000000005,0.09000000000000002,6.0897,0.0,True
groq_llama-4-scout-17b-16e-instruct,pensiveness,cambridge,sentiwordnet,evaluation,-0.2,-0.5,0.3,inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,pensiveness,cambridge,sentiwordnet,pleasure,-0.25999999999999995,-0.5,0.24000000000000005,21.3542,0.0,True
groq_llama-4-scout-17b-16e-instruct,pensiveness,cambridge,sentiwordnet,potency,0.3,0.575,-0.27499999999999997,-25.9643,0.0,True
groq_llama-4-scout-17b-16e-instruct,pensiveness,cambridge,sentiwordnet,unpredictability,0.5999999999999999,0.6149999999999999,-0.015000000000000013,-1.8311,0.0828,False
groq_llama-4-scout-17b-16e-instruct,pensiveness,cambridge,sentiwordnet,valence,-0.20000000000000004,-0.305,0.10499999999999995,3.1986,0.0047,True
groq_llama-4-scout-17b-16e-instruct,rage,cambridge,sentiwordnet,activity,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,rage,cambridge,sentiwordnet,arousal,0.8,0.8025,-0.0024999999999999467,-1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,rage,cambridge,sentiwordnet,dominance,-0.6899999999999998,-0.715,0.025000000000000133,1.9339,0.0609,False
groq_llama-4-scout-17b-16e-instruct,rage,cambridge,sentiwordnet,evaluation,-0.805,-0.8200000000000001,0.015000000000000013,2.0564,0.0441,True
groq_llama-4-scout-17b-16e-instruct,rage,cambridge,sentiwordnet,pleasure,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,rage,cambridge,sentiwordnet,potency,0.8,0.8400000000000001,-0.040000000000000036,-5.099,0.0,True
groq_llama-4-scout-17b-16e-instruct,rage,cambridge,sentiwordnet,unpredictability,0.8000000000000002,0.7950000000000002,0.0050000000000000044,1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,rage,cambridge,sentiwordnet,valence,-0.8100000000000002,-0.8150000000000002,0.0050000000000000044,0.4673,0.643,False
groq_llama-4-scout-17b-16e-instruct,remorse,cambridge,sentiwordnet,activity,0.5800000000000001,0.545,0.03500000000000003,2.0316,0.0461,True
groq_llama-4-scout-17b-16e-instruct,remorse,cambridge,sentiwordnet,arousal,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,remorse,cambridge,sentiwordnet,dominance,-0.5,-0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,remorse,cambridge,sentiwordnet,evaluation,-0.76,-0.8,0.040000000000000036,5.099,0.0,True
groq_llama-4-scout-17b-16e-instruct,remorse,cambridge,sentiwordnet,pleasure,-0.7750000000000001,-0.8000000000000002,0.025000000000000022,2.5166,0.021,True
groq_llama-4-scout-17b-16e-instruct,remorse,cambridge,sentiwordnet,potency,0.6,0.7,-0.09999999999999998,-inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,remorse,cambridge,sentiwordnet,unpredictability,0.5999999999999999,0.5999999999999999,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,remorse,cambridge,sentiwordnet,valence,-0.74,-0.8000000000000002,0.060000000000000164,5.3385,0.0,True
groq_llama-4-scout-17b-16e-instruct,sadness,cambridge,sentiwordnet,activity,0.3375,0.395,-0.057499999999999996,-6.7635,0.0,True
groq_llama-4-scout-17b-16e-instruct,sadness,cambridge,sentiwordnet,arousal,0.34,0.4,-0.06,-7.6485,0.0,True
groq_llama-4-scout-17b-16e-instruct,sadness,cambridge,sentiwordnet,dominance,-0.6999999999999998,-0.57,-0.1299999999999999,-6.2962,0.0,True
groq_llama-4-scout-17b-16e-instruct,sadness,cambridge,sentiwordnet,evaluation,-0.7849999999999999,-0.7074999999999999,-0.07750000000000001,-10.9078,0.0,True
groq_llama-4-scout-17b-16e-instruct,sadness,cambridge,sentiwordnet,pleasure,-0.7049999999999998,-0.5349999999999999,-0.16999999999999993,-9.7722,0.0,True
groq_llama-4-scout-17b-16e-instruct,sadness,cambridge,sentiwordnet,potency,0.41500000000000004,0.43,-0.014999999999999958,-1.0556,0.2947,False
groq_llama-4-scout-17b-16e-instruct,sadness,cambridge,sentiwordnet,unpredictability,0.6099999999999999,0.6699999999999998,-0.05999999999999994,-4.7749,0.0,True
groq_llama-4-scout-17b-16e-instruct,sadness,cambridge,sentiwordnet,valence,-0.7850000000000001,-0.6999999999999998,-0.0850000000000003,-10.3763,0.0,True
groq_llama-4-scout-17b-16e-instruct,serenity,cambridge,sentiwordnet,activity,0.2,0.2,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,serenity,cambridge,sentiwordnet,arousal,0.2,0.1,0.1,inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,serenity,cambridge,sentiwordnet,dominance,-0.48,0.5,-0.98,-83.7753,0.0,True
groq_llama-4-scout-17b-16e-instruct,serenity,cambridge,sentiwordnet,evaluation,0.8,0.7925,0.007500000000000062,1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,serenity,cambridge,sentiwordnet,pleasure,0.8000000000000002,0.41999999999999993,0.3800000000000002,10.3524,0.0,True
groq_llama-4-scout-17b-16e-instruct,serenity,cambridge,sentiwordnet,potency,0.2,0.1,0.1,inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,serenity,cambridge,sentiwordnet,unpredictability,0.20000000000000004,0.20000000000000004,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,serenity,cambridge,sentiwordnet,valence,0.8000000000000002,0.805,-0.004999999999999893,-1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,submission,cambridge,sentiwordnet,activity,0.3,0.21500000000000002,0.08499999999999996,10.0767,0.0,True
groq_llama-4-scout-17b-16e-instruct,submission,cambridge,sentiwordnet,arousal,0.2975,0.2,0.09749999999999998,39.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,submission,cambridge,sentiwordnet,dominance,-0.5,-0.775,0.275,27.6827,0.0,True
groq_llama-4-scout-17b-16e-instruct,submission,cambridge,sentiwordnet,evaluation,-0.2225,-0.23499999999999996,0.012499999999999956,0.9003,0.3712,False
groq_llama-4-scout-17b-16e-instruct,submission,cambridge,sentiwordnet,pleasure,-0.39000000000000007,-0.21500000000000002,-0.17500000000000004,-13.5376,0.0,True
groq_llama-4-scout-17b-16e-instruct,submission,cambridge,sentiwordnet,potency,0.2,0.2,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,submission,cambridge,sentiwordnet,unpredictability,0.5999999999999999,0.5999999999999999,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,submission,cambridge,sentiwordnet,valence,-0.20000000000000004,-0.21000000000000005,0.010000000000000009,1.453,0.1625,False
groq_llama-4-scout-17b-16e-instruct,surprise,cambridge,sentiwordnet,activity,0.7,0.7699999999999999,-0.06999999999999995,-9.5394,0.0,True
groq_llama-4-scout-17b-16e-instruct,surprise,cambridge,sentiwordnet,arousal,0.7,0.8,-0.10000000000000009,-inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,surprise,cambridge,sentiwordnet,dominance,-0.45499999999999996,-0.5,0.04500000000000004,1.8311,0.0828,False
groq_llama-4-scout-17b-16e-instruct,surprise,cambridge,sentiwordnet,evaluation,0.0,0.0,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,surprise,cambridge,sentiwordnet,pleasure,0.20000000000000004,2.7755575615628915e-18,0.20000000000000004,4.6599,0.0002,True
groq_llama-4-scout-17b-16e-instruct,surprise,cambridge,sentiwordnet,potency,0.7,0.79,-0.09000000000000008,-18.735,0.0,True
groq_llama-4-scout-17b-16e-instruct,surprise,cambridge,sentiwordnet,unpredictability,0.5,0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,surprise,cambridge,sentiwordnet,valence,0.0,-0.5,0.5,inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,terror,cambridge,sentiwordnet,activity,0.8949999999999999,0.8025,0.09249999999999992,21.5469,0.0,True
groq_llama-4-scout-17b-16e-instruct,terror,cambridge,sentiwordnet,arousal,0.9,0.8975,0.0025000000000000577,1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,terror,cambridge,sentiwordnet,dominance,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,terror,cambridge,sentiwordnet,evaluation,-1.0,-0.8150000000000001,-0.18499999999999994,-24.2222,0.0,True
groq_llama-4-scout-17b-16e-instruct,terror,cambridge,sentiwordnet,pleasure,-0.9799999999999999,-0.8000000000000002,-0.17999999999999972,-15.3873,0.0,True
groq_llama-4-scout-17b-16e-instruct,terror,cambridge,sentiwordnet,potency,0.9,0.89,0.010000000000000009,2.0817,0.044,True
groq_llama-4-scout-17b-16e-instruct,terror,cambridge,sentiwordnet,unpredictability,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,terror,cambridge,sentiwordnet,valence,-1.0,-0.8000000000000002,-0.19999999999999984,-7852294263150164.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,trust,cambridge,sentiwordnet,activity,0.5,0.20999999999999996,0.29000000000000004,60.3683,0.0,True
groq_llama-4-scout-17b-16e-instruct,trust,cambridge,sentiwordnet,arousal,0.2,0.20249999999999999,-0.0024999999999999745,-1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,trust,cambridge,sentiwordnet,dominance,0.20000000000000004,0.20000000000000004,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,trust,cambridge,sentiwordnet,evaluation,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,trust,cambridge,sentiwordnet,pleasure,0.7800000000000001,0.7900000000000003,-0.01000000000000012,-0.8718,0.3892,False
groq_llama-4-scout-17b-16e-instruct,trust,cambridge,sentiwordnet,potency,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,trust,cambridge,sentiwordnet,unpredictability,0.5,0.325,0.175,14.2264,0.0,True
groq_llama-4-scout-17b-16e-instruct,trust,cambridge,sentiwordnet,valence,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,vigilance,cambridge,sentiwordnet,activity,0.65,0.7,-0.04999999999999993,-6.245,0.0,True
groq_llama-4-scout-17b-16e-instruct,vigilance,cambridge,sentiwordnet,arousal,0.6925,0.7,-0.007499999999999951,-1.7782,0.0832,False
groq_llama-4-scout-17b-16e-instruct,vigilance,cambridge,sentiwordnet,dominance,0.20000000000000004,0.52,-0.31999999999999995,-34.8712,0.0,True
groq_llama-4-scout-17b-16e-instruct,vigilance,cambridge,sentiwordnet,evaluation,-0.1925,0.2,-0.3925,-52.3333,0.0,True
groq_llama-4-scout-17b-16e-instruct,vigilance,cambridge,sentiwordnet,pleasure,-0.20500000000000002,-0.20000000000000004,-0.004999999999999977,-1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,vigilance,cambridge,sentiwordnet,potency,0.61,0.6,0.010000000000000009,2.0817,0.044,True
groq_llama-4-scout-17b-16e-instruct,vigilance,cambridge,sentiwordnet,unpredictability,0.6099999999999999,0.5,0.10999999999999988,5.7722,0.0,True
groq_llama-4-scout-17b-16e-instruct,vigilance,cambridge,sentiwordnet,valence,-0.06000000000000001,0.14500000000000002,-0.20500000000000002,-6.8787,0.0,True
openai_gpt-5,acceptance,cambridge,sentiwordnet,activity,0.29700000000000004,0.22199999999999998,0.07500000000000007,11.7758,0.0,True
openai_gpt-5,acceptance,cambridge,sentiwordnet,arousal,0.28775000000000006,0.21800000000000003,0.06975000000000003,13.6159,0.0,True
openai_gpt-5,acceptance,cambridge,sentiwordnet,dominance,0.29100000000000004,0.025000000000000012,0.266,5.0,0.0001,True
openai_gpt-5,acceptance,cambridge,sentiwordnet,evaluation,0.641,0.66125,-0.02024999999999999,-1.6706,0.0988,False
openai_gpt-5,acceptance,cambridge,sentiwordnet,pleasure,0.6535,0.5465,0.10699999999999998,5.6004,0.0,True
openai_gpt-5,acceptance,cambridge,sentiwordnet,potency,0.4387499999999999,0.409,0.029749999999999943,2.4198,0.0179,True
openai_gpt-5,acceptance,cambridge,sentiwordnet,unpredictability,0.27399999999999997,0.2605,0.013499999999999956,1.4405,0.1583,False
openai_gpt-5,acceptance,cambridge,sentiwordnet,valence,0.7064999999999999,0.7329999999999999,-0.026499999999999968,-2.0408,0.0486,True
openai_gpt-5,admiration,cambridge,sentiwordnet,activity,0.48650000000000004,0.51975,-0.03325,-2.6885,0.0088,True
openai_gpt-5,admiration,cambridge,sentiwordnet,arousal,0.55475,0.56475,-0.010000000000000009,-1.0438,0.2999,False
openai_gpt-5,admiration,cambridge,sentiwordnet,dominance,-0.19150000000000003,-0.007999999999999998,-0.18350000000000002,-3.2131,0.0037,True
openai_gpt-5,admiration,cambridge,sentiwordnet,evaluation,0.7537499999999999,0.8215,-0.06775000000000009,-9.3306,0.0,True
openai_gpt-5,admiration,cambridge,sentiwordnet,pleasure,0.6984999999999999,0.7700000000000001,-0.07150000000000023,-6.9816,0.0,True
openai_gpt-5,admiration,cambridge,sentiwordnet,potency,0.44275000000000003,0.4342499999999999,0.008500000000000119,0.5162,0.6072,False
openai_gpt-5,admiration,cambridge,sentiwordnet,unpredictability,0.36150000000000004,0.34700000000000003,0.014500000000000013,1.2785,0.2094,False
openai_gpt-5,admiration,cambridge,sentiwordnet,valence,0.751,0.792,-0.041000000000000036,-4.2539,0.0001,True
openai_gpt-5,aggressiveness,cambridge,sentiwordnet,activity,0.789,0.7997500000000001,-0.010750000000000037,-1.6299,0.1072,False
openai_gpt-5,aggressiveness,cambridge,sentiwordnet,arousal,0.8344999999999999,0.852,-0.01750000000000007,-4.2678,0.0001,True
openai_gpt-5,aggressiveness,cambridge,sentiwordnet,dominance,0.6554999999999999,0.707,-0.0515000000000001,-2.2113,0.0335,True
openai_gpt-5,aggressiveness,cambridge,sentiwordnet,evaluation,-0.7925000000000001,-0.73975,-0.052750000000000075,-6.6001,0.0,True
openai_gpt-5,aggressiveness,cambridge,sentiwordnet,pleasure,-0.7109999999999997,-0.6829999999999999,-0.027999999999999803,-2.4607,0.0196,True
openai_gpt-5,aggressiveness,cambridge,sentiwordnet,potency,0.8627499999999999,0.86075,0.0019999999999998908,0.4048,0.6867,False
openai_gpt-5,aggressiveness,cambridge,sentiwordnet,unpredictability,0.627,0.506,0.121,3.6575,0.0011,True
openai_gpt-5,aggressiveness,cambridge,sentiwordnet,valence,-0.7754999999999999,-0.7529999999999999,-0.022499999999999964,-1.7459,0.0909,False
openai_gpt-5,amazement,cambridge,sentiwordnet,activity,0.8627500000000001,0.8195,0.04325000000000012,8.1449,0.0,True
openai_gpt-5,amazement,cambridge,sentiwordnet,arousal,0.8899999999999999,0.85275,0.037249999999999894,8.4947,0.0,True
openai_gpt-5,amazement,cambridge,sentiwordnet,dominance,-0.49349999999999994,-0.4339999999999999,-0.05950000000000005,-2.0095,0.052,False
openai_gpt-5,amazement,cambridge,sentiwordnet,evaluation,0.59375,0.503,0.09075,4.8114,0.0,True
openai_gpt-5,amazement,cambridge,sentiwordnet,pleasure,0.489,0.3615,0.1275,3.6206,0.0009,True
openai_gpt-5,amazement,cambridge,sentiwordnet,potency,0.30375,0.31775000000000003,-0.014000000000000012,-1.6949,0.0941,False
openai_gpt-5,amazement,cambridge,sentiwordnet,unpredictability,0.9275,0.9175000000000001,0.009999999999999898,2.1863,0.0352,True
openai_gpt-5,amazement,cambridge,sentiwordnet,valence,0.5674999999999999,0.5275,0.039999999999999925,1.2841,0.2081,False
openai_gpt-5,anger,cambridge,sentiwordnet,activity,0.7975,0.797,0.0004999999999999449,0.1021,0.9189,False
openai_gpt-5,anger,cambridge,sentiwordnet,arousal,0.83025,0.8260000000000002,0.004249999999999865,1.048,0.2979,False
openai_gpt-5,anger,cambridge,sentiwordnet,dominance,0.39699999999999996,0.3005,0.09649999999999997,3.4327,0.0018,True
openai_gpt-5,anger,cambridge,sentiwordnet,evaluation,-0.78,-0.76725,-0.012750000000000039,-1.5075,0.1359,False
openai_gpt-5,anger,cambridge,sentiwordnet,pleasure,-0.7374999999999999,-0.7565000000000001,0.019000000000000128,1.2053,0.236,False
openai_gpt-5,anger,cambridge,sentiwordnet,potency,0.756,0.7445,0.011499999999999955,1.2238,0.2247,False
openai_gpt-5,anger,cambridge,sentiwordnet,unpredictability,0.5605,0.6410000000000001,-0.08050000000000013,-3.9027,0.0007,True
openai_gpt-5,anger,cambridge,sentiwordnet,valence,-0.775,-0.7535000000000001,-0.021499999999999964,-1.8144,0.0779,False
openai_gpt-5,annoyance,cambridge,sentiwordnet,activity,0.4205,0.4647499999999999,-0.0442499999999999,-3.3256,0.0014,True
openai_gpt-5,annoyance,cambridge,sentiwordnet,arousal,0.5405,0.54825,-0.007750000000000035,-0.6887,0.4931,False
openai_gpt-5,annoyance,cambridge,sentiwordnet,dominance,-0.119,0.05349999999999999,-0.1725,-2.5686,0.0143,True
openai_gpt-5,annoyance,cambridge,sentiwordnet,evaluation,-0.5475,-0.58,0.03249999999999997,3.0126,0.0035,True
openai_gpt-5,annoyance,cambridge,sentiwordnet,pleasure,-0.5075000000000001,-0.5475000000000001,0.040000000000000036,2.4813,0.0176,True
openai_gpt-5,annoyance,cambridge,sentiwordnet,potency,0.43800000000000006,0.51425,-0.07624999999999993,-5.3187,0.0,True
openai_gpt-5,annoyance,cambridge,sentiwordnet,unpredictability,0.36550000000000005,0.3645,0.0010000000000000564,0.1064,0.9159,False
openai_gpt-5,annoyance,cambridge,sentiwordnet,valence,-0.5434999999999999,-0.5674999999999999,0.02400000000000002,1.4409,0.1582,False
openai_gpt-5,anticipation,cambridge,sentiwordnet,activity,0.68325,0.6195,0.06374999999999997,8.2893,0.0,True
openai_gpt-5,anticipation,cambridge,sentiwordnet,arousal,0.706,0.635,0.07099999999999995,10.0694,0.0,True
openai_gpt-5,anticipation,cambridge,sentiwordnet,dominance,0.275,0.5335,-0.25849999999999995,-11.4009,0.0,True
openai_gpt-5,anticipation,cambridge,sentiwordnet,evaluation,0.64625,0.6042500000000001,0.041999999999999926,3.9262,0.0002,True
openai_gpt-5,anticipation,cambridge,sentiwordnet,pleasure,0.6469999999999999,0.6535,-0.006500000000000061,-0.4733,0.6388,False
openai_gpt-5,anticipation,cambridge,sentiwordnet,potency,0.5765,0.65425,-0.07774999999999999,-10.2313,0.0,True
openai_gpt-5,anticipation,cambridge,sentiwordnet,unpredictability,0.387,0.199,0.188,13.0059,0.0,True
openai_gpt-5,anticipation,cambridge,sentiwordnet,valence,0.6315,0.6345,-0.0030000000000000027,-0.1458,0.885,False
openai_gpt-5,apprehension,cambridge,sentiwordnet,activity,0.5977499999999999,0.6367499999999999,-0.039000000000000035,-5.0792,0.0,True
openai_gpt-5,apprehension,cambridge,sentiwordnet,arousal,0.6255,0.68025,-0.054750000000000076,-6.5413,0.0,True
openai_gpt-5,apprehension,cambridge,sentiwordnet,dominance,-0.5705,-0.611,0.04049999999999998,2.5133,0.0177,True
openai_gpt-5,apprehension,cambridge,sentiwordnet,evaluation,-0.6085,-0.6535,0.04499999999999993,5.4229,0.0,True
openai_gpt-5,apprehension,cambridge,sentiwordnet,pleasure,-0.5774999999999999,-0.62,0.04250000000000009,3.2653,0.0025,True
